MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,25;MINTBARRIO,C,10;NOMBRE_BAR,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;TIPO,C,254;TOTAL_ELEM,N,10,0;ESTADO,C,50
4996527;C1772-Canina - CALLE DE MENASALBAS 8;17;VILLAVERDE;175;LOS ANGELES;01/08/13;CALLE;MENASALBAS;8;11129131;CANINAS;0;ACTIVO
4996531;C1775-Canina - CALLE DE ALCOCER 1;17;VILLAVERDE;175;LOS ANGELES;01/08/13;CALLE;SANTIAGO AMON;4;20047452;CANINAS;0;ACTIVO
4996545;C1870 - Canina - CAMINO DE LA SUERTE 28;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;01/08/13;CAMINO;SUERTE;28;20079524;CANINAS;0;ACTIVO
4996546;C1871 - Canina - CALLE DE VILLAR DEL POZO 4E;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;01/08/13;CALLE;VILLAR DEL POZO;4E;20180003;CANINAS;0;ACTIVO
4996547;C1872 - Canina - CALLE DE CABEZA MESADA 36;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;01/08/13;CALLE;CABEZA MESADA;36;31025427;CANINAS;0;ACTIVO
5068828;C1873-Canina- CALLE DEL RAYO VALLECANO DE MADRID;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;08/04/13;CALLE;RAYO VALLECANO DE MADRID;119;31054995;CANINAS;0;ACTIVO
5235629;C1874 - Canina - CALLE REAL DE ARGANDA, 78;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;08/01/20;CALLE;REAL DE ARGANDA;78;31004140;CANINAS DE JUEGOS;6;ACTIVO
4996516;C1980 - Canina - CALLE DE AMBROZ 2B;19;VICALVARO;191;CASCO H.VICALVARO;01/08/13;CALLE;AMBROZ;2B;11132724;CANINAS;0;ACTIVO
4996519;C1976 - Canina - AVENIDA DE DAROCA 296;19;VICALVARO;191;CASCO H.VICALVARO;01/08/13;AVENIDA;DAROCA;301;31041869;CANINAS;0;ACTIVO
4996522;C1979 - Canina - CALLE DEL MERCURIO 69;19;VICALVARO;191;CASCO H.VICALVARO;01/08/13;CALLE;MERCURIO;69;11132675;CANINAS;0;ACTIVO
4998029;C1981 - Canina - CALLE DE LARDERO 11;19;VICALVARO;191;CASCO H.VICALVARO;01/08/13;CALLE;LARDERO;11;11133117;CANINAS DE JUEGOS;6;ACTIVO
7125591;C1983 - Canina - PASEO DEL POLIDEPORTIVO 2;19;VICALVARO;191;CASCO H.VICALVARO;03/06/20;PASEO;POLIDEPORTIVO;2;20064598;CANINAS DE JUEGOS;9;ACTIVO
4996517;C1973 - Canina - PLAZA DE JUAN ROF CARBALLO 4;19;VICALVARO;192;VALDEBERNARDO;01/08/13;PLAZA;JUAN ROF CARBALLO;4;20144607;CANINAS;0;ACTIVO
4996518;C1975 - Canina - CALLE DE LA LADERA DE LOS ALMENDROS 14G;19;VICALVARO;192;VALDEBERNARDO;01/08/13;CALLE;LADERA DE LOS ALMENDROS;14G;20151606;CANINAS;0;ACTIVO
4996520;C1978 - Canina - CAMINO VIEJO DE VICALVARO 16;19;VICALVARO;192;VALDEBERNARDO;01/08/13;CAMINO;VIEJO DE VICALVARO;16;20108197;CANINAS;0;ACTIVO
4996521;C1972 - Canina - CALLE DE LOS PINILLAS 11;19;VICALVARO;192;VALDEBERNARDO;01/08/13;CALLE;PINILLAS;11;20124628;CANINAS;0;ACTIVO
4996523;C1974 - Canina - PLAZA DE ROSA CHACEL 10;19;VICALVARO;192;VALDEBERNARDO;01/08/13;PLAZA;ROSA CHACEL;10;20144587;CANINAS;0;ACTIVO
4996524;C1977 - Canina - CALLE DE LA LADERA DE LOS ALMENDROS 46;19;VICALVARO;192;VALDEBERNARDO;01/08/13;CALLE;LADERA DE LOS ALMENDROS;46;31010689;CANINAS;0;ACTIVO
4996525;C1971 - Canina - PLAZA DE JUAN CARLOS ONETTI 3;19;VICALVARO;192;VALDEBERNARDO;01/08/13;PLAZA;JUAN CARLOS ONETTI;3;20144590;CANINAS;0;ACTIVO
5068827;C1982-Canina-CALLE DE LAS PINILLAS 37;19;VICALVARO;192;VALDEBERNARDO;29/03/19;CALLE;PINILLAS;37;31056059;CANINAS DE JUEGOS;6;ACTIVO
7126166;C1984- Canina-CALLE DE LA LADERA DE LOS ALMENDROS 12E;19;VICALVARO;192;VALDEBERNARDO;30/06/20;CALLE;LADERA DE LOS ALMENDROS;12E;20151579;CANINAS DE JUEGOS;11;ACTIVO
4996514;C1970 - Canina - CALLE DE MINERVA 161;19;VICALVARO;193;VALDERRIVAS;01/08/13;CALLE;MINERVA;161;20180448;CANINAS;0;ACTIVO
3580435;C2073-Canina-AV ARCENTALES 29;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;01/01/04;AVENIDA;ARCENTALES;29;20128779;CANINAS DE JUEGOS;19;ACTIVO
3580438;C2076-Canina-C ARCOS DE JALON 16;20;SAN BLAS-CANILLEJAS;204;ARCOS;01/01/04;CALLE;ARCOS DEL JALON;16;11135550;CANINAS;2;ACTIVO
3580440;C2078-Canina-C ARCOS DE JALON 13;20;SAN BLAS-CANILLEJAS;204;ARCOS;01/05/16;CALLE;ARCOS DEL JALON;13;31032028;CANINAS;1;ACTIVO
3580436;C2074-Canina-AV GUADALAJARA 110;20;SAN BLAS-CANILLEJAS;204;ARCOS;01/01/04;AVENIDA;GUADALAJARA;110;20096838;CANINAS;3;ACTIVO
3580437;C2075-Canina-AV CANILLEJAS A VICALVARO 90;20;SAN BLAS-CANILLEJAS;204;ARCOS;01/01/04;AVENIDA;CANILLEJAS A VICALVARO;90;20099741;CANINAS;3;ACTIVO
3580441;C2079-Canina-AV CANILLEJAS A VICALVARO 167;20;SAN BLAS-CANILLEJAS;205;ROSAS;01/09/16;AVENIDA;CANILLEJAS A VICALVARO;167;20099671;CANINAS;3;ACTIVO
7859419;C2084-Canina-AV ARCENTALES 57;20;SAN BLAS-CANILLEJAS;205;ROSAS;01/04/21;AVENIDA;ARCENTALES;57;31042641;CANINAS DE JUEGOS;8;ACTIVO
5226374;C2082-Canina-C BUTRON 25;20;SAN BLAS-CANILLEJAS;205;ROSAS;03/01/20;CALLE;BUTRON;25;20042896;CANINAS DE JUEGOS;6;ACTIVO
3580432;C2070-Canina-C DEYANIRA 19;20;SAN BLAS-CANILLEJAS;206;REJAS;01/01/04;CALLE;DEYANIRA;19;31020283;CANINAS;2;ACTIVO
4991235;C2080-Canina-C NAVARIDAS 11;20;SAN BLAS-CANILLEJAS;206;REJAS;11/02/14;CALLE;NAVARIDAS;11;20090546;CANINAS;7;ACTIVO
6293496;C2083-Canina-C PIRRA 16;20;SAN BLAS-CANILLEJAS;206;REJAS;18/10/19;CALLE;PIRRA;16;31000880;CANINAS;1;ACTIVO
3580433;C2071-Canina-C GONZALO TORRENTE BALLESTER 4;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;01/01/04;CALLE;GONZALO TORRENTE BALLESTER;4;31016093;CANINAS;2;ACTIVO
3580434;C2072-Canina-C GONZALO TORRENTE BALLESTER 2;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;01/01/04;CALLE;GONZALO TORRENTE BALLESTER;2;31016091;CANINAS;3;ACTIVO
3580439;C2077-Canina-C CIRCE 59;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;01/01/04;CALLE;CIRCE;59;31011562;CANINAS;8;ACTIVO
5226258;C2174-Canina-CALLEJON VICALVARO 12;21;BARAJAS;211;ALAMEDA DE OSUNA;03/01/20;CALLEJON;VICALVARO;12;31035167;CANINAS DE JUEGOS;9;ACTIVO
3569057;C2172-Canina-AV LOGROÑO 98;21;BARAJAS;213;CASCO H.BARAJAS;01/08/13;AVENIDA;LOGROÑO;98;20174936;CANINAS;3;ACTIVO
5226186;C2175-Canina-C PLAYA DE BOLNUEVO 34;21;BARAJAS;214;TIMON;03/01/20;CALLE;PLAYA DE BOLNUEVO;34;31044844;CANINAS DE JUEGOS;6;ACTIVO
3569056;C2171-Canina-C BANDE 14;21;BARAJAS;215;CORRALEJOS;01/08/13;CALLE;BANDE;14;20174936;CANINAS;1;ACTIVO
3759277;C2173-Canina-C BANDE 36;21;BARAJAS;215;CORRALEJOS;30/11/17;CALLE;BANDE;36;20138919;CANINAS DE JUEGOS;6;ACTIVO
