distrito,NumeroHabitantes,unidad_indicador,valor_indicador
Tetuán,Número de Habitantes,Porcentaje,"1,79"
Tetuán,Número de Habitantes,Personas,1.394
Tetuán,Número de Habitantes,Porcentaje,"4,63"
Tetuán,Número de Habitantes,Personas,4.569
Tetuán,Número de Habitantes,Porcentaje,"15,19"
Tetuán,Número de Habitantes,Personas,426
Tetuán,Número de Habitantes,Porcentaje,"1,42"
Tetuán,Número de Habitantes,Personas,1.423
Tetuán,Número de Habitantes,Porcentaje,"4,73"
Tetuán,Número de Habitantes,Personas,3.332
Tetuán,Número de Habitantes,Porcentaje,"11,08"
Tetuán,Número de Habitantes,Personas,1.110
Tetuán,Número de Habitantes,Porcentaje,"3,69"
Tetuán,Número de Habitantes,Habitantes,29.146
Tetuán,Número de Habitantes,Habitantes,13.292
Tetuán,Número de Habitantes,Porcentaje,"45,6"
Tetuán,Número de Habitantes,Habitantes,15.854
Tetuán,Número de Habitantes,Porcentaje,"54,4"
Tetuán,Número de Habitantes,Personas,3.288
Tetuán,Número de Habitantes,Porcentaje,"11,28"
Tetuán,Número de Habitantes,Personas,5.133
Tetuán,Número de Habitantes,Porcentaje,"17,61"
Tetuán,Número de Habitantes,Personas,7.656
Tetuán,Número de Habitantes,Porcentaje,"26,27"
Tetuán,Número de Habitantes,Personas,7.712
Tetuán,Número de Habitantes,Porcentaje,"26,46"
Tetuán,Número de Habitantes,Personas,3.472
Tetuán,Número de Habitantes,Porcentaje,"11,91"
Tetuán,Número de Habitantes,Personas,1.885
Tetuán,Número de Habitantes,Porcentaje,"6,47"
Tetuán,Número de Habitantes,Personas,5.357
Tetuán,Número de Habitantes,Porcentaje,"18,38"
Tetuán,Número de Habitantes,Personas,2.719
Tetuán,Número de Habitantes,Porcentaje,"9,33"
Tetuán,Número de Habitantes,Personas,3.484
Tetuán,Número de Habitantes,Proporción,"11,95"
Tetuán,Número de Habitantes,Proporción,"18,38"
Tetuán,Número de Habitantes,Proporción,"35,19"
Tetuán,Número de Habitantes,Índice,"43,54"
Tetuán,Número de Habitantes,Personas,22.496
Tetuán,Número de Habitantes,Porcentaje,"77,18"
Tetuán,Número de Habitantes,Personas,10.284
Tetuán,Número de Habitantes,Porcentaje,"45,71"
Tetuán,Número de Habitantes,Personas,12.212
Tetuán,Número de Habitantes,Porcentaje,"54,29"
Tetuán,Número de Habitantes,Personas,6.650
Tetuán,Número de Habitantes,Porcentaje,"22,82"
Tetuán,Número de Habitantes,Personas,3.008
Tetuán,Número de Habitantes,Porcentaje,"45,23"
Tetuán,Número de Habitantes,Personas,3.642
Tetuán,Número de Habitantes,Porcentaje,"54,77"
Tetuán,Número de Habitantes,Proporción,"18,84"
Tetuán,Número de Habitantes,Personas,1.396
Tetuán,Número de Habitantes,Porcentaje,"20,99"
Tetuán,Número de Habitantes,Personas,540
Tetuán,Número de Habitantes,Porcentaje,"8,12"
Tetuán,Número de Habitantes,Habitantes,34.608
Tetuán,Número de Habitantes,Habitantes,15.580
Tetuán,Número de Habitantes,Porcentaje,"45,02"
Tetuán,Número de Habitantes,Habitantes,19.028
Tetuán,Número de Habitantes,Porcentaje,"54,98"
Tetuán,Número de Habitantes,Personas,3.485
Tetuán,Número de Habitantes,Porcentaje,"10,07"
Tetuán,Número de Habitantes,Personas,5.698
Tetuán,Número de Habitantes,Porcentaje,"16,46"
Tetuán,Número de Habitantes,Personas,8.594
Tetuán,Número de Habitantes,Porcentaje,"24,83"
Tetuán,Número de Habitantes,Personas,8.991
Tetuán,Número de Habitantes,Porcentaje,"25,98"
Tetuán,Número de Habitantes,Personas,4.961
Tetuán,Número de Habitantes,Porcentaje,"14,33"
Tetuán,Número de Habitantes,Personas,2.879
Tetuán,Número de Habitantes,Porcentaje,"8,32"
Tetuán,Número de Habitantes,Personas,7.840
Tetuán,Número de Habitantes,Porcentaje,"22,65"
Tetuán,Número de Habitantes,Personas,2.890
Tetuán,Número de Habitantes,Porcentaje,"8,35"
Tetuán,Número de Habitantes,Personas,3.718
Tetuán,Número de Habitantes,Proporción,"10,74"
Tetuán,Número de Habitantes,Proporción,"22,65"
Tetuán,Número de Habitantes,Proporción,"36,72"
Tetuán,Número de Habitantes,Índice,"50,14"
Tetuán,Número de Habitantes,Personas,29.450
Tetuán,Número de Habitantes,Porcentaje,"85,1"
Tetuán,Número de Habitantes,Personas,13.358
Tetuán,Número de Habitantes,Porcentaje,"45,36"
Tetuán,Número de Habitantes,Personas,16.092
Tetuán,Número de Habitantes,Porcentaje,"54,64"
Tetuán,Número de Habitantes,Personas,5.158
Tetuán,Número de Habitantes,Porcentaje,"14,9"
Tetuán,Número de Habitantes,Personas,2.222
Tetuán,Número de Habitantes,Porcentaje,"43,08"
Tetuán,Número de Habitantes,Personas,2.936
Tetuán,Número de Habitantes,Porcentaje,"56,92"
Tetuán,Número de Habitantes,Proporción,"11,01"
Tetuán,Número de Habitantes,Personas,805
Tetuán,Número de Habitantes,Porcentaje,"15,61"
Tetuán,Número de Habitantes,Personas,369
Tetuán,Número de Habitantes,Porcentaje,"7,15"
Tetuán,Número de Habitantes,Habitantes,20.513
Tetuán,Número de Habitantes,Habitantes,9.201
Tetuán,Número de Habitantes,Porcentaje,"44,85"
Tetuán,Número de Habitantes,Habitantes,11.312
Tetuán,Número de Habitantes,Porcentaje,"55,15"
Tetuán,Número de Habitantes,Personas,1.902
Tetuán,Número de Habitantes,Porcentaje,"9,27"
Tetuán,Número de Habitantes,Personas,3.066
Tetuán,Número de Habitantes,Porcentaje,"14,95"
Tetuán,Número de Habitantes,Personas,5.250
Tetuán,Número de Habitantes,Porcentaje,"25,59"
Tetuán,Número de Habitantes,Personas,5.414
Tetuán,Número de Habitantes,Porcentaje,"26,39"
Tetuán,Número de Habitantes,Personas,3.074
Tetuán,Número de Habitantes,Porcentaje,"14,99"
Tetuán,Número de Habitantes,Personas,1.807
Tetuán,Número de Habitantes,Porcentaje,"8,81"
Tetuán,Número de Habitantes,Personas,4.881
Tetuán,Número de Habitantes,Porcentaje,"23,79"
Tetuán,Número de Habitantes,Personas,1.525
Tetuán,Número de Habitantes,Porcentaje,"7,43"
Tetuán,Número de Habitantes,Personas,2.006
Tetuán,Número de Habitantes,Proporción,"9,78"
Tetuán,Número de Habitantes,Proporción,"23,79"
Tetuán,Número de Habitantes,Proporción,"37,02"
Tetuán,Número de Habitantes,Índice,"50,54"
Tetuán,Número de Habitantes,Personas,17.420
Tetuán,Número de Habitantes,Porcentaje,"84,92"
Tetuán,Número de Habitantes,Personas,7.900
Tetuán,Número de Habitantes,Porcentaje,"45,35"
Tetuán,Número de Habitantes,Personas,9.520
Tetuán,Número de Habitantes,Porcentaje,"54,65"
Tetuán,Número de Habitantes,Personas,3.093
Tetuán,Número de Habitantes,Porcentaje,"15,08"
Tetuán,Número de Habitantes,Personas,1.301
Tetuán,Número de Habitantes,Porcentaje,"42,06"
Tetuán,Número de Habitantes,Personas,1.792
Tetuán,Número de Habitantes,Porcentaje,"57,94"
Tetuán,Número de Habitantes,Proporción,"10,78"
Tetuán,Número de Habitantes,Personas,440
Tetuán,Número de Habitantes,Porcentaje,"14,23"
Tetuán,Número de Habitantes,Personas,247
Tetuán,Número de Habitantes,Porcentaje,"7,99"
Tetuán,Número de Habitantes,Habitantes,22.642
Tetuán,Número de Habitantes,Habitantes,10.314
Tetuán,Número de Habitantes,Porcentaje,"45,55"
Tetuán,Número de Habitantes,Habitantes,12.328
Tetuán,Número de Habitantes,Porcentaje,"54,45"
Tetuán,Número de Habitantes,Personas,2.555
Tetuán,Número de Habitantes,Porcentaje,"11,28"
Tetuán,Número de Habitantes,Personas,3.823
Tetuán,Número de Habitantes,Porcentaje,"16,88"
Tetuán,Número de Habitantes,Personas,5.485
Tetuán,Número de Habitantes,Porcentaje,"24,22"
Tetuán,Número de Habitantes,Personas,6.279
Tetuán,Número de Habitantes,Porcentaje,"27,73"
Tetuán,Número de Habitantes,Personas,2.454
Tetuán,Número de Habitantes,Porcentaje,"10,84"
Tetuán,Número de Habitantes,Personas,2.046
Tetuán,Número de Habitantes,Porcentaje,"9,04"
Tetuán,Número de Habitantes,Personas,4.500
Tetuán,Número de Habitantes,Porcentaje,"19,87"
Tetuán,Número de Habitantes,Personas,2.177
Tetuán,Número de Habitantes,Porcentaje,"9,61"
Tetuán,Número de Habitantes,Personas,2.742
Tetuán,Número de Habitantes,Proporción,"12,11"
Tetuán,Número de Habitantes,Proporción,"19,87"
Tetuán,Número de Habitantes,Proporción,"45,47"
Tetuán,Número de Habitantes,Índice,"47,03"
Tetuán,Número de Habitantes,Personas,19.381
Tetuán,Número de Habitantes,Porcentaje,"85,6"
Tetuán,Número de Habitantes,Personas,8.897
Tetuán,Número de Habitantes,Porcentaje,"45,91"
Tetuán,Número de Habitantes,Personas,10.484
Tetuán,Número de Habitantes,Porcentaje,"54,09"
Tetuán,Número de Habitantes,Personas,3.261
Tetuán,Número de Habitantes,Porcentaje,"14,4"
Tetuán,Número de Habitantes,Personas,1.417
Tetuán,Número de Habitantes,Porcentaje,"43,45"
Tetuán,Número de Habitantes,Personas,1.844
Tetuán,Número de Habitantes,Porcentaje,"56,55"
Tetuán,Número de Habitantes,Proporción,"11,11"
Tetuán,Número de Habitantes,Personas,244
Tetuán,Número de Habitantes,Porcentaje,"7,48"
Tetuán,Número de Habitantes,Personas,384
Tetuán,Número de Habitantes,Porcentaje,"11,78"
Tetuán,Número de Habitantes,Habitantes,26.021
Tetuán,Número de Habitantes,Habitantes,12.082
Tetuán,Número de Habitantes,Porcentaje,"46,43"
Tetuán,Número de Habitantes,Habitantes,13.939
Tetuán,Número de Habitantes,Porcentaje,"53,57"
Tetuán,Número de Habitantes,Personas,3.213
Tetuán,Número de Habitantes,Porcentaje,"12,35"
Tetuán,Número de Habitantes,Personas,4.485
Tetuán,Número de Habitantes,Porcentaje,"17,24"
Tetuán,Número de Habitantes,Personas,7.271
Tetuán,Número de Habitantes,Porcentaje,"27,94"
Tetuán,Número de Habitantes,Personas,7.266
Tetuán,Número de Habitantes,Porcentaje,"27,92"
Tetuán,Número de Habitantes,Personas,2.316
Tetuán,Número de Habitantes,Porcentaje,"8,9"
Tetuán,Número de Habitantes,Personas,1.470
Tetuán,Número de Habitantes,Porcentaje,"5,65"
Tetuán,Número de Habitantes,Personas,3.786
Tetuán,Número de Habitantes,Porcentaje,"14,55"
Tetuán,Número de Habitantes,Personas,2.664
Tetuán,Número de Habitantes,Porcentaje,"10,24"
Tetuán,Número de Habitantes,Personas,3.412
Tetuán,Número de Habitantes,Proporción,"13,11"
Tetuán,Número de Habitantes,Proporción,"14,55"
Tetuán,Número de Habitantes,Proporción,"38,83"
Tetuán,Número de Habitantes,Índice,"38,24"
Tetuán,Número de Habitantes,Personas,20.120
Tetuán,Número de Habitantes,Porcentaje,"77,32"
Tetuán,Número de Habitantes,Personas,9.492
Tetuán,Número de Habitantes,Porcentaje,"47,18"
Tetuán,Número de Habitantes,Personas,10.628
Tetuán,Número de Habitantes,Porcentaje,"52,82"
Tetuán,Número de Habitantes,Personas,5.901
Tetuán,Número de Habitantes,Porcentaje,"22,68"
Tetuán,Número de Habitantes,Personas,2.590
Tetuán,Número de Habitantes,Porcentaje,"43,89"
Tetuán,Número de Habitantes,Personas,3.311
Tetuán,Número de Habitantes,Porcentaje,"56,11"
Tetuán,Número de Habitantes,Proporción,"17,99"
Tetuán,Número de Habitantes,Personas,743
Tetuán,Número de Habitantes,Porcentaje,"12,59"
Tetuán,Número de Habitantes,Personas,985
Tetuán,Número de Habitantes,Porcentaje,"16,69"
Tetuán,Número de Habitantes,Habitantes,25.007
Tetuán,Número de Habitantes,Habitantes,11.163
Tetuán,Número de Habitantes,Porcentaje,"44,64"
Tetuán,Número de Habitantes,Habitantes,13.844
Tetuán,Número de Habitantes,Porcentaje,"55,36"
Tetuán,Número de Habitantes,Personas,2.956
Tetuán,Número de Habitantes,Porcentaje,"11,82"
Tetuán,Número de Habitantes,Personas,4.382
Tetuán,Número de Habitantes,Porcentaje,"17,52"
Tetuán,Número de Habitantes,Personas,6.709
Tetuán,Número de Habitantes,Porcentaje,"26,83"
Tetuán,Número de Habitantes,Personas,6.798
Tetuán,Número de Habitantes,Porcentaje,"27,18"
Tetuán,Número de Habitantes,Personas,2.524
Tetuán,Número de Habitantes,Porcentaje,"10,09"
Tetuán,Número de Habitantes,Personas,1.638
Tetuán,Número de Habitantes,Porcentaje,"6,55"
Tetuán,Número de Habitantes,Personas,4.162
Tetuán,Número de Habitantes,Porcentaje,"16,64"
Tetuán,Número de Habitantes,Personas,2.512
Tetuán,Número de Habitantes,Porcentaje,"10,05"
Tetuán,Número de Habitantes,Personas,3.148
Tetuán,Número de Habitantes,Proporción,"12,59"
Tetuán,Número de Habitantes,Proporción,"16,64"
Tetuán,Número de Habitantes,Proporción,"39,36"
Tetuán,Número de Habitantes,Índice,"41,31"
Tetuán,Número de Habitantes,Personas,18.992
Tetuán,Número de Habitantes,Porcentaje,"75,95"
Tetuán,Número de Habitantes,Personas,8.609
Tetuán,Número de Habitantes,Porcentaje,"45,33"
Tetuán,Número de Habitantes,Personas,10.383
Tetuán,Número de Habitantes,Porcentaje,"54,67"
Tetuán,Número de Habitantes,Personas,6.015
Tetuán,Número de Habitantes,Porcentaje,"24,05"
Tetuán,Número de Habitantes,Personas,2.554
Tetuán,Número de Habitantes,Porcentaje,"42,46"
Tetuán,Número de Habitantes,Personas,3.461
Tetuán,Número de Habitantes,Porcentaje,"57,54"
Tetuán,Número de Habitantes,Proporción,"19,67"
Tetuán,Número de Habitantes,Personas,941
Tetuán,Número de Habitantes,Porcentaje,"15,64"
Tetuán,Número de Habitantes,Personas,807
Tetuán,Número de Habitantes,Porcentaje,"13,42"
Chamberí,Número de Habitantes,Habitantes,139.448
Chamberí,Número de Habitantes,Habitantes,61.308
Chamberí,Número de Habitantes,Porcentaje,"43,96"
Chamberí,Número de Habitantes,Habitantes,78.140
Chamberí,Número de Habitantes,Porcentaje,"56,04"
Chamberí,Número de Habitantes,Personas,14.262
Chamberí,Número de Habitantes,Porcentaje,"10,23"
Chamberí,Número de Habitantes,Personas,22.708
Chamberí,Número de Habitantes,Porcentaje,"16,28"
Chamberí,Número de Habitantes,Personas,32.510
Chamberí,Número de Habitantes,Porcentaje,"23,31"
Chamberí,Número de Habitantes,Personas,36.244
Chamberí,Número de Habitantes,Porcentaje,"25,99"
Chamberí,Número de Habitantes,Personas,21.375
Chamberí,Número de Habitantes,Porcentaje,"15,33"
Chamberí,Número de Habitantes,Personas,12.349
Chamberí,Número de Habitantes,Porcentaje,"8,86"
Chamberí,Número de Habitantes,Personas,33.724
Chamberí,Número de Habitantes,Porcentaje,"24,18"
Chamberí,Número de Habitantes,Personas,11.958
Chamberí,Número de Habitantes,Porcentaje,"8,58"
Chamberí,Número de Habitantes,Personas,15.158
Chamberí,Número de Habitantes,Proporción,"10,87"
Chamberí,Número de Habitantes,Proporción,"24,18"
Chamberí,Número de Habitantes,Proporción,"36,62"
Chamberí,Número de Habitantes,Índice,"53,97"
Chamberí,Número de Habitantes,Personas,123.626
Chamberí,Número de Habitantes,Porcentaje,"88,65"
Chamberí,Número de Habitantes,Personas,54.532
Chamberí,Número de Habitantes,Porcentaje,"44,11"
Chamberí,Número de Habitantes,Personas,69.094
Chamberí,Número de Habitantes,Porcentaje,"55,89"
Chamberí,Número de Habitantes,Personas,15.822
Chamberí,Número de Habitantes,Porcentaje,"11,35"
Chamberí,Número de Habitantes,Personas,6.776
Chamberí,Número de Habitantes,Porcentaje,"42,83"
Chamberí,Número de Habitantes,Personas,9.046
Chamberí,Número de Habitantes,Porcentaje,"57,17"
Chamberí,Número de Habitantes,Proporción,"6,19"
Chamberí,Número de Habitantes,Personas,1.743
Chamberí,Número de Habitantes,Porcentaje,"11,02"
Chamberí,Número de Habitantes,Personas,50
Chamberí,Número de Habitantes,Porcentaje,"0,32"
Chamberí,Número de Habitantes,Personas,832
Chamberí,Número de Habitantes,Porcentaje,"5,26"
Chamberí,Número de Habitantes,Personas,990
Chamberí,Número de Habitantes,Porcentaje,"6,26"
Chamberí,Número de Habitantes,Personas,599
Chamberí,Número de Habitantes,Porcentaje,"3,79"
Chamberí,Número de Habitantes,Personas,271
Chamberí,Número de Habitantes,Porcentaje,"1,71"
Chamberí,Número de Habitantes,Personas,465
Chamberí,Número de Habitantes,Porcentaje,"2,94"
Chamberí,Número de Habitantes,Personas,774
Chamberí,Número de Habitantes,Porcentaje,"4,89"
Chamberí,Número de Habitantes,Personas,753
Chamberí,Número de Habitantes,Porcentaje,"4,76"
Chamberí,Número de Habitantes,Personas,343
Chamberí,Número de Habitantes,Porcentaje,"2,17"
Chamberí,Número de Habitantes,Personas,576
Chamberí,Número de Habitantes,Porcentaje,"3,64"
Chamberí,Número de Habitantes,Personas,601
Chamberí,Número de Habitantes,Porcentaje,"3,8"
Chamberí,Número de Habitantes,Habitantes,22.891
Chamberí,Número de Habitantes,Habitantes,10.062
Chamberí,Número de Habitantes,Porcentaje,"43,96"
Chamberí,Número de Habitantes,Habitantes,12.829
Chamberí,Número de Habitantes,Porcentaje,"56,04"
Chamberí,Número de Habitantes,Personas,2.056
Chamberí,Número de Habitantes,Porcentaje,"8,98"
Chamberí,Número de Habitantes,Personas,4.079
Chamberí,Número de Habitantes,Porcentaje,"17,82"
Chamberí,Número de Habitantes,Personas,5.025
Chamberí,Número de Habitantes,Porcentaje,"21,95"
Chamberí,Número de Habitantes,Personas,5.872
Chamberí,Número de Habitantes,Porcentaje,"25,65"
Chamberí,Número de Habitantes,Personas,3.684
Chamberí,Número de Habitantes,Porcentaje,"16,09"
Chamberí,Número de Habitantes,Personas,2.175
Chamberí,Número de Habitantes,Porcentaje,"9,5"
Chamberí,Número de Habitantes,Personas,5.859
Chamberí,Número de Habitantes,Porcentaje,"25,6"
Chamberí,Número de Habitantes,Personas,1.718
Chamberí,Número de Habitantes,Porcentaje,"7,51"
Chamberí,Número de Habitantes,Personas,2.179
Chamberí,Número de Habitantes,Proporción,"9,52"
Chamberí,Número de Habitantes,Proporción,"25,6"
Chamberí,Número de Habitantes,Proporción,"37,12"
Chamberí,Número de Habitantes,Índice,"54,12"
Chamberí,Número de Habitantes,Personas,20.308
Chamberí,Número de Habitantes,Porcentaje,"88,72"
Chamberí,Número de Habitantes,Personas,8.974
Chamberí,Número de Habitantes,Porcentaje,"44,19"
Chamberí,Número de Habitantes,Personas,11.334
Chamberí,Número de Habitantes,Porcentaje,"55,81"
Chamberí,Número de Habitantes,Personas,2.583
Chamberí,Número de Habitantes,Porcentaje,"11,28"
Chamberí,Número de Habitantes,Personas,1.088
Chamberí,Número de Habitantes,Porcentaje,"42,12"
Chamberí,Número de Habitantes,Personas,1.495
Chamberí,Número de Habitantes,Porcentaje,"57,88"
Chamberí,Número de Habitantes,Proporción,"6,55"
Chamberí,Número de Habitantes,Personas,228
Chamberí,Número de Habitantes,Porcentaje,"8,83"
Chamberí,Número de Habitantes,Personas,156
Chamberí,Número de Habitantes,Porcentaje,"6,04"
Chamberí,Número de Habitantes,Habitantes,24.455
Chamberí,Número de Habitantes,Habitantes,10.888
Chamberí,Número de Habitantes,Porcentaje,"44,52"
Chamberí,Número de Habitantes,Habitantes,13.567
Chamberí,Número de Habitantes,Porcentaje,"55,48"
Chamberí,Número de Habitantes,Personas,2.466
Chamberí,Número de Habitantes,Porcentaje,"10,08"
Chamberí,Número de Habitantes,Personas,4.118
Chamberí,Número de Habitantes,Porcentaje,"16,84"
Chamberí,Número de Habitantes,Personas,5.896
Chamberí,Número de Habitantes,Porcentaje,"24,11"
Chamberí,Número de Habitantes,Personas,6.083
Chamberí,Número de Habitantes,Porcentaje,"24,87"
Chamberí,Número de Habitantes,Personas,3.769
Chamberí,Número de Habitantes,Porcentaje,"15,41"
Chamberí,Número de Habitantes,Personas,2.123
Chamberí,Número de Habitantes,Porcentaje,"8,68"
Chamberí,Número de Habitantes,Personas,5.892
Chamberí,Número de Habitantes,Porcentaje,"24,09"
Chamberí,Número de Habitantes,Personas,2.057
Chamberí,Número de Habitantes,Porcentaje,"8,41"
Chamberí,Número de Habitantes,Personas,2.614
Chamberí,Número de Habitantes,Proporción,"10,69"
Chamberí,Número de Habitantes,Proporción,"24,09"
Chamberí,Número de Habitantes,Proporción,"36,03"
Chamberí,Número de Habitantes,Índice,"53,33"
Chamberí,Número de Habitantes,Personas,21.709
Chamberí,Número de Habitantes,Porcentaje,"88,77"
Chamberí,Número de Habitantes,Personas,9.650
Chamberí,Número de Habitantes,Porcentaje,"44,45"
Chamberí,Número de Habitantes,Personas,12.059
Chamberí,Número de Habitantes,Porcentaje,"55,55"
Chamberí,Número de Habitantes,Personas,2.746
Chamberí,Número de Habitantes,Porcentaje,"11,23"
Chamberí,Número de Habitantes,Personas,1.238
Chamberí,Número de Habitantes,Porcentaje,"45,08"
Chamberí,Número de Habitantes,Personas,1.508
Chamberí,Número de Habitantes,Porcentaje,"54,92"
Chamberí,Número de Habitantes,Proporción,"6,16"
Chamberí,Número de Habitantes,Personas,295
Chamberí,Número de Habitantes,Porcentaje,"10,74"
Chamberí,Número de Habitantes,Personas,175
Chamberí,Número de Habitantes,Porcentaje,"6,37"
Chamberí,Número de Habitantes,Habitantes,24.696
Chamberí,Número de Habitantes,Habitantes,10.958
Chamberí,Número de Habitantes,Porcentaje,"44,37"
Chamberí,Número de Habitantes,Habitantes,13.738
Chamberí,Número de Habitantes,Porcentaje,"55,63"
Chamberí,Número de Habitantes,Personas,2.409
Chamberí,Número de Habitantes,Porcentaje,"9,75"
Chamberí,Número de Habitantes,Personas,3.851
Chamberí,Número de Habitantes,Porcentaje,"15,59"
Chamberí,Número de Habitantes,Personas,6.667
Chamberí,Número de Habitantes,Porcentaje,27
Chamberí,Número de Habitantes,Personas,6.527
Chamberí,Número de Habitantes,Porcentaje,"26,43"
Chamberí,Número de Habitantes,Personas,3.394
Chamberí,Número de Habitantes,Porcentaje,"13,74"
Chamberí,Número de Habitantes,Personas,1.848
Chamberí,Número de Habitantes,Porcentaje,"7,48"
Chamberí,Número de Habitantes,Personas,5.242
Chamberí,Número de Habitantes,Porcentaje,"21,23"
Chamberí,Número de Habitantes,Personas,2.017
Chamberí,Número de Habitantes,Porcentaje,"8,17"
Chamberí,Número de Habitantes,Personas,2.564
Chamberí,Número de Habitantes,Proporción,"10,38"
Chamberí,Número de Habitantes,Proporción,"21,23"
Chamberí,Número de Habitantes,Proporción,"35,25"
Chamberí,Número de Habitantes,Índice,"46,22"
Chamberí,Número de Habitantes,Personas,21.412
Chamberí,Número de Habitantes,Porcentaje,"86,7"
Chamberí,Número de Habitantes,Personas,9.505
Chamberí,Número de Habitantes,Porcentaje,"44,39"
Chamberí,Número de Habitantes,Personas,11.907
Chamberí,Número de Habitantes,Porcentaje,"55,61"
Chamberí,Número de Habitantes,Personas,3.284
Chamberí,Número de Habitantes,Porcentaje,"13,3"
Chamberí,Número de Habitantes,Personas,1.453
Chamberí,Número de Habitantes,Porcentaje,"44,24"
Chamberí,Número de Habitantes,Personas,1.831
Chamberí,Número de Habitantes,Porcentaje,"55,76"
Chamberí,Número de Habitantes,Proporción,"6,89"
Chamberí,Número de Habitantes,Personas,364
Chamberí,Número de Habitantes,Porcentaje,"11,08"
Chamberí,Número de Habitantes,Personas,261
Chamberí,Número de Habitantes,Porcentaje,"7,95"
Chamberí,Número de Habitantes,Habitantes,19.807
Chamberí,Número de Habitantes,Habitantes,8.726
Chamberí,Número de Habitantes,Porcentaje,"44,06"
Chamberí,Número de Habitantes,Habitantes,11.081
Chamberí,Número de Habitantes,Porcentaje,"55,94"
Chamberí,Número de Habitantes,Personas,2.179
Chamberí,Número de Habitantes,Porcentaje,11
Chamberí,Número de Habitantes,Personas,3.208
Chamberí,Número de Habitantes,Porcentaje,"16,2"
Chamberí,Número de Habitantes,Personas,4.319
Chamberí,Número de Habitantes,Porcentaje,"21,81"
Chamberí,Número de Habitantes,Personas,5.369
Chamberí,Número de Habitantes,Porcentaje,"27,11"
Chamberí,Número de Habitantes,Personas,2.998
Chamberí,Número de Habitantes,Porcentaje,"15,14"
Chamberí,Número de Habitantes,Personas,1.734
Chamberí,Número de Habitantes,Porcentaje,"8,75"
Chamberí,Número de Habitantes,Personas,4.732
Chamberí,Número de Habitantes,Porcentaje,"23,89"
Chamberí,Número de Habitantes,Personas,1.838
Chamberí,Número de Habitantes,Porcentaje,"9,28"
Chamberí,Número de Habitantes,Personas,2.319
Chamberí,Número de Habitantes,Proporción,"11,71"
Chamberí,Número de Habitantes,Proporción,"23,89"
Chamberí,Número de Habitantes,Proporción,"36,64"
Chamberí,Número de Habitantes,Índice,"55,28"
Chamberí,Número de Habitantes,Personas,17.129
Chamberí,Número de Habitantes,Porcentaje,"86,48"
Chamberí,Número de Habitantes,Personas,7.603
Chamberí,Número de Habitantes,Porcentaje,"44,39"
Chamberí,Número de Habitantes,Personas,9.526
Chamberí,Número de Habitantes,Porcentaje,"55,61"
Chamberí,Número de Habitantes,Personas,2.678
Chamberí,Número de Habitantes,Porcentaje,"13,52"
Chamberí,Número de Habitantes,Personas,1.123
Chamberí,Número de Habitantes,Porcentaje,"41,93"
Chamberí,Número de Habitantes,Personas,1.555
Chamberí,Número de Habitantes,Porcentaje,"58,07"
Chamberí,Número de Habitantes,Proporción,"7,25"
Chamberí,Número de Habitantes,Personas,268
Chamberí,Número de Habitantes,Porcentaje,"10,01"
Chamberí,Número de Habitantes,Personas,156
Chamberí,Número de Habitantes,Porcentaje,"5,83"
Chamberí,Número de Habitantes,Habitantes,27.382
Chamberí,Número de Habitantes,Habitantes,11.982
Chamberí,Número de Habitantes,Porcentaje,"43,76"
Chamberí,Número de Habitantes,Habitantes,15.400
Chamberí,Número de Habitantes,Porcentaje,"56,24"
Chamberí,Número de Habitantes,Personas,2.985
Chamberí,Número de Habitantes,Porcentaje,"10,9"
Chamberí,Número de Habitantes,Personas,4.315
Chamberí,Número de Habitantes,Porcentaje,"15,76"
Chamberí,Número de Habitantes,Personas,6.616
Chamberí,Número de Habitantes,Porcentaje,"24,16"
Chamberí,Número de Habitantes,Personas,7.080
Chamberí,Número de Habitantes,Porcentaje,"25,86"
Chamberí,Número de Habitantes,Personas,4.017
Chamberí,Número de Habitantes,Porcentaje,"14,67"
Chamberí,Número de Habitantes,Personas,2.369
Chamberí,Número de Habitantes,Porcentaje,"8,65"
Chamberí,Número de Habitantes,Personas,6.386
Chamberí,Número de Habitantes,Porcentaje,"23,32"
Chamberí,Número de Habitantes,Personas,2.427
Chamberí,Número de Habitantes,Porcentaje,"8,86"
Chamberí,Número de Habitantes,Personas,3.153
Chamberí,Número de Habitantes,Proporción,"11,51"
Chamberí,Número de Habitantes,Proporción,"23,32"
Chamberí,Número de Habitantes,Proporción,"37,1"
Chamberí,Número de Habitantes,Índice,"53,46"
Chamberí,Número de Habitantes,Personas,24.346
Chamberí,Número de Habitantes,Porcentaje,"88,91"
Chamberí,Número de Habitantes,Personas,10.662
Chamberí,Número de Habitantes,Porcentaje,"43,79"
Chamberí,Número de Habitantes,Personas,13.684
Chamberí,Número de Habitantes,Porcentaje,"56,21"
Chamberí,Número de Habitantes,Personas,3.036
Chamberí,Número de Habitantes,Porcentaje,"11,09"
Chamberí,Número de Habitantes,Personas,1.320
Chamberí,Número de Habitantes,Porcentaje,"43,48"
Chamberí,Número de Habitantes,Personas,1.716
Chamberí,Número de Habitantes,Porcentaje,"56,52"
Chamberí,Número de Habitantes,Proporción,"6,17"
Chamberí,Número de Habitantes,Personas,451
Chamberí,Número de Habitantes,Porcentaje,"14,86"
Chamberí,Número de Habitantes,Personas,188
Chamberí,Número de Habitantes,Porcentaje,"6,19"
