idGen,Product,WasteType
2118,Styrofoam piece,General
2120,Normal paper,General
2126,Other carton,General
2128,Plastic straw,General
2129,Plastic straw,General
2133,Unlabeled litter,General
2138,Cigarette,General
2139,Unlabeled litter,General
2140,Unlabeled litter,General
2142,Unlabeled litter,General
2144,Drink can,General
2145,Plastic straw,General
2146,Pop tab,General
2150,Broken glass,General
2151,Broken glass,General
2152,Broken glass,General
2153,Broken glass,General
2154,Broken glass,General
2158,Plastic straw,General
2159,Plastic straw,General
2162,Unlabeled litter,General
2163,Unlabeled litter,General
2166,Foam cup,General
2173,Drink can,General
2174,Paper bag,General
2175,Pop tab,General
2176,Disposable plastic cup,General
2177,Normal paper,General
2178,Normal paper,General
2179,Paper cup,General
2180,Plastic lid,General
2181,Drink can,General
2182,Plastic straw,General
2184,Paper bag,General
2185,Paper bag,General
2186,Paper bag,General
2188,Plastic straw,General
2189,Plastic straw,General
2190,Cigarette,General
2192,Normal paper,General
2193,Paper cup,General
2196,Tissues,General
2208,Normal paper,General
2209,Other carton,General
2210,Meal carton,General
2213,Drink can,General
2391,Cigarette,General
2392,Cigarette,General
2214,Other carton,General
2215,Other carton,General
2216,Paper cup,General
2217,Paper cup,General
2218,Plastic lid,General
2219,Plastic lid,General
2220,Paper straw,General
2221,Plastic lid,General
2224,Unlabeled litter,General
2225,Meal carton,General
2485,Cigarette,General
2227,Other carton,General
2229,Wrapping paper,General
2233,Disposable plastic cup,General
2234,Plastic lid,General
2235,Plastic straw,General
2237,Food waste,General
2238,Unlabeled litter,General
2239,Normal paper,General
2248,Unlabeled litter,General
2249,Drink can,General
2250,Paper cup,General
2251,Unlabeled litter,General
2252,Unlabeled litter,General
2253,Unlabeled litter,General
2255,Drink can,General
2256,Drink can,General
2257,Drink can,General
2258,Drink can,General
2259,Drink can,General
2260,Drink can,General
2261,Drink can,General
2264,Tissues,General
2265,Drink can,General
2266,Unlabeled litter,General
2393,Cigarette,General
2394,Cigarette,General
2395,Cigarette,General
2396,Cigarette,General
2397,Cigarette,General
2398,Cigarette,General
2399,Cigarette,General
2400,Cigarette,General
2401,Cigarette,General
2402,Cigarette,General
2403,Cigarette,General
2404,Cigarette,General
2405,Cigarette,General
2406,Cigarette,General
2268,Drink can,General
2269,Drink can,General
2272,Other carton,General
2407,Cigarette,General
2275,Unlabeled litter,General
2276,Disposable plastic cup,General
2408,Cigarette,General
2409,Cigarette,General
2278,Drink can,General
2279,Unlabeled litter,General
2280,Disposable plastic cup,General
2281,Drink can,General
2282,Pop tab,General
2283,Drink can,General
2410,Cigarette,General
2284,Drink can,General
2285,Drink can,General
2411,Cigarette,General
2288,Drink can,General
2289,Paper cup,General
2290,Drink can,General
2291,Drink can,General
2292,Pop tab,General
2293,Unlabeled litter,General
2412,Cigarette,General
2413,Cigarette,General
2414,Cigarette,General
2415,Cigarette,General
2416,Cigarette,General
2417,Cigarette,General
2418,Cigarette,General
2419,Cigarette,General
2420,Cigarette,General
2421,Cigarette,General
2422,Cigarette,General
2423,Cigarette,General
2424,Cigarette,General
2425,Cigarette,General
2426,Cigarette,General
2427,Cigarette,General
2428,Cigarette,General
2429,Cigarette,General
2430,Cigarette,General
2431,Cigarette,General
2432,Cigarette,General
2433,Cigarette,General
2434,Cigarette,General
2435,Cigarette,General
2436,Cigarette,General
2437,Cigarette,General
2438,Cigarette,General
2439,Cigarette,General
2440,Cigarette,General
2441,Cigarette,General
2442,Cigarette,General
2443,Cigarette,General
2444,Cigarette,General
2445,Cigarette,General
2294,Disposable plastic cup,General
2295,Plastic straw,General
2296,Plastic lid,General
2446,Cigarette,General
2447,Cigarette,General
2448,Cigarette,General
2449,Cigarette,General
2299,Plastic straw,General
2300,Normal paper,General
2450,Cigarette,General
2451,Cigarette,General
2452,Cigarette,General
2453,Cigarette,General
2454,Cigarette,General
2455,Cigarette,General
2301,Plastic straw,General
2306,Plastic lid,General
2310,Unlabeled litter,General
2311,Unlabeled litter,General
2312,Aluminium foil,General
2313,Plastic lid,General
2317,Disposable plastic cup,General
2318,Disposable plastic cup,General
2320,Normal paper,General
2321,Unlabeled litter,General
2325,Normal paper,General
2456,Cigarette,General
2328,Corrugated carton,General
2329,Corrugated carton,General
2330,Aluminium foil,General
2331,Other carton,General
2333,Plastic straw,General
2335,Meal carton,General
2339,Plastic straw,General
2340,Unlabeled litter,General
2341,Drink can,General
2457,Cigarette,General
2458,Cigarette,General
2459,Cigarette,General
2460,Cigarette,General
2461,Cigarette,General
2462,Cigarette,General
2344,Paper bag,General
2345,Shoe,General
2346,Other carton,General
2348,Shoe,General
2463,Cigarette,General
2464,Cigarette,General
2349,Drink can,General
2350,Unlabeled litter,General
2465,Cigarette,General
2466,Cigarette,General
2355,Unlabeled litter,General
2356,Unlabeled litter,General
2357,Unlabeled litter,General
2467,Cigarette,General
2468,Cigarette,General
2359,Other carton,General
2360,Plastic straw,General
2361,Drink can,General
2362,Pop tab,General
2366,Normal paper,General
2469,Cigarette,General
2367,Drink can,General
2368,Drink can,General
2369,Drink can,General
2373,Disposable plastic cup,General
2374,Plastic lid,General
2375,Plastic straw,General
2470,Cigarette,General
2385,Meal carton,General
2387,Meal carton,General
2388,Drink can,General
2471,Cigarette,General
2472,Cigarette,General
2473,Cigarette,General
2474,Cigarette,General
2475,Cigarette,General
2476,Cigarette,General
2477,Cigarette,General
2478,Cigarette,General
2479,Cigarette,General
2480,Cigarette,General
2481,Cigarette,General
2482,Cigarette,General
2483,Cigarette,General
2484,Cigarette,General
2486,Pop tab,General
2726,Cigarette,General
2487,Drink can,General
2488,Drink can,General
2489,Pop tab,General
2727,Cigarette,General
2493,Disposable plastic cup,General
2495,Scrap metal,General
2498,Drink can,General
2499,Pop tab,General
2500,Drink can,General
2501,Unlabeled litter,General
2502,Drink can,General
2504,Meal carton,General
2506,Unlabeled litter,General
2728,Cigarette,General
2729,Cigarette,General
2730,Cigarette,General
2731,Cigarette,General
2732,Cigarette,General
2733,Cigarette,General
2734,Cigarette,General
2735,Cigarette,General
2736,Cigarette,General
2737,Cigarette,General
2738,Cigarette,General
2739,Cigarette,General
2740,Cigarette,General
2741,Cigarette,General
2742,Cigarette,General
2743,Cigarette,General
2507,Tissues,General
2509,Unlabeled litter,General
2510,Plastic lid,General
2515,Other carton,General
2516,Other carton,General
2518,Food Can,General
2519,Pop tab,General
2520,Glass jar,General
2521,Metal lid,General
2524,Aerosol,General
2525,Plastic lid,General
2526,Pop tab,General
2527,Meal carton,General
2531,Disposable plastic cup,General
2532,Paper cup,General
2533,Plastic lid,General
2534,Drink can,General
2535,Unlabeled litter,General
2536,Plastic straw,General
2537,Drink can,General
2538,Drink can,General
2539,Pop tab,General
2540,Disposable plastic cup,General
2541,Drink can,General
2542,Drink can,General
2744,Cigarette,General
2745,Cigarette,General
2746,Cigarette,General
2544,Plastic lid,General
2747,Cigarette,General
2545,Paper cup,General
2546,Other carton,General
2552,Tissues,General
2553,Tissues,General
2554,Meal carton,General
2555,Aluminium foil,General
2748,Cigarette,General
2749,Cigarette,General
2750,Cigarette,General
2751,Cigarette,General
2752,Cigarette,General
2557,Other carton,General
2559,Drink can,General
2560,Pop tab,General
2563,Corrugated carton,General
2564,Corrugated carton,General
2565,Other carton,General
2568,Other carton,General
2570,Other carton,General
2574,Aluminium foil,General
2575,Drink can,General
2576,Unlabeled litter,General
2577,Drink can,General
2578,Unlabeled litter,General
2580,Unlabeled litter,General
2753,Cigarette,General
2582,Normal paper,General
2590,Unlabeled litter,General
2591,Other carton,General
2595,Unlabeled litter,General
2596,Aluminium blister pack,General
2600,Metal lid,General
2601,Metal lid,General
2602,Glass jar,General
2603,Glass jar,General
2604,Glass jar,General
2605,Glass jar,General
2606,Metal lid,General
2607,Metal lid,General
2611,Food waste,General
2613,Drink can,General
2614,Pop tab,General
2615,Unlabeled litter,General
2618,Unlabeled litter,General
2619,Paper straw,General
2620,Disposable plastic cup,General
2754,Cigarette,General
2623,Aluminium foil,General
2625,Unlabeled litter,General
2755,Cigarette,General
2756,Cigarette,General
2757,Cigarette,General
2758,Cigarette,General
2627,Normal paper,General
2628,Normal paper,General
2629,Normal paper,General
2630,Plastic straw,General
2631,Unlabeled litter,General
2632,Paper cup,General
2633,Plastic lid,General
2634,Paper bag,General
2640,Unlabeled litter,General
2641,Unlabeled litter,General
2642,Unlabeled litter,General
2643,Unlabeled litter,General
2644,Unlabeled litter,General
2645,Unlabeled litter,General
2646,Normal paper,General
2647,Normal paper,General
2648,Normal paper,General
2649,Pop tab,General
2651,Paper bag,General
2652,Plastic straw,General
2653,Shoe,General
2759,Cigarette,General
2662,Unlabeled litter,General
2663,Unlabeled litter,General
2664,Plastic straw,General
2666,Disposable plastic cup,General
2671,Drink carton,General
2672,Unlabeled litter,General
2673,Unlabeled litter,General
2674,Unlabeled litter,General
2675,Unlabeled litter,General
2676,Unlabeled litter,General
2677,Paper cup,General
2679,Drink can,General
2682,Unlabeled litter,General
2760,Cigarette,General
2684,Tissues,General
2685,Tissues,General
2687,Paper cup,General
2690,Drink can,General
2697,Normal paper,General
2699,Unlabeled litter,General
2700,Unlabeled litter,General
2701,Unlabeled litter,General
2703,Unlabeled litter,General
2761,Cigarette,General
2705,Egg carton,General
2707,Plastic lid,General
2708,Other carton,General
2709,Other carton,General
2715,Other carton,General
2716,Aluminium blister pack,General
2717,Normal paper,General
2719,Magazine paper,General
2720,Magazine paper,General
2721,Magazine paper,General
2722,Magazine paper,General
2723,Magazine paper,General
2724,Magazine paper,General
2725,Magazine paper,General
2764,Wrapping paper,General
2898,Cigarette,General
2899,Cigarette,General
2900,Cigarette,General
2901,Cigarette,General
2765,Plastic straw,General
2772,Disposable plastic cup,General
2773,Disposable plastic cup,General
2775,Normal paper,General
2902,Cigarette,General
2903,Cigarette,General
2904,Cigarette,General
2905,Cigarette,General
2906,Cigarette,General
2907,Cigarette,General
2908,Cigarette,General
2909,Cigarette,General
2910,Cigarette,General
2911,Cigarette,General
2912,Cigarette,General
2777,Magazine paper,General
2778,Normal paper,General
2779,Magazine paper,General
2913,Cigarette,General
2914,Cigarette,General
2915,Cigarette,General
2780,Disposable plastic cup,General
2916,Cigarette,General
2917,Cigarette,General
2783,Plastic straw,General
2790,Plastic lid,General
2804,Other plastic cup,General
2918,Cigarette,General
2814,Styrofoam piece,General
2815,Styrofoam piece,General
2919,Cigarette,General
2817,Rope & strings,General
2818,Disposable plastic cup,General
2819,Disposable plastic cup,General
2820,Rope & strings,General
2821,Normal paper,General
2822,Plastic straw,General
2823,Plastic straw,General
2826,Rope & strings,General
2827,Rope & strings,General
2828,Rope & strings,General
2831,Aluminium foil,General
2832,Aluminium foil,General
2835,Food waste,General
2839,Rope & strings,General
2843,Other carton,General
2849,Rope & strings,General
2855,Tissues,General
2856,Styrofoam piece,General
2857,Styrofoam piece,General
2865,Corrugated carton,General
2866,Disposable plastic cup,General
2920,Cigarette,General
2867,Styrofoam piece,General
2869,Drink can,General
2921,Cigarette,General
2922,Cigarette,General
2871,Styrofoam piece,General
2872,Styrofoam piece,General
2875,Unlabeled litter,General
2878,Styrofoam piece,General
2879,Styrofoam piece,General
2881,Plastic straw,General
2923,Cigarette,General
2924,Cigarette,General
2887,Pop tab,General
2925,Cigarette,General
2889,Squeezable tube,General
3183,Cigarette,General
3184,Cigarette,General
2930,Drink can,General
2931,Plastic straw,General
2933,Unlabeled litter,General
2934,Plastic straw,General
2935,Rope & strings,General
2936,Plastic straw,General
3185,Cigarette,General
2939,Scrap metal,General
2943,Unlabeled litter,General
2946,Styrofoam piece,General
2948,Aluminium foil,General
2952,Styrofoam piece,General
2954,Styrofoam piece,General
2955,Styrofoam piece,General
2956,Unlabeled litter,General
2957,Paper bag,General
2958,Unlabeled litter,General
2960,Styrofoam piece,General
2961,Styrofoam piece,General
2963,Styrofoam piece,General
2964,Disposable plastic cup,General
2965,Disposable plastic cup,General
2966,Other carton,General
2969,Plastic straw,General
2972,Normal paper,General
2973,Disposable plastic cup,General
2974,Unlabeled litter,General
3186,Cigarette,General
2978,Unlabeled litter,General
2980,Unlabeled litter,General
2981,Unlabeled litter,General
3187,Cigarette,General
2982,Corrugated carton,General
3188,Cigarette,General
2984,Normal paper,General
3189,Cigarette,General
3190,Cigarette,General
3191,Cigarette,General
2987,Plastic straw,General
2988,Drink carton,General
2989,Drink can,General
2991,Corrugated carton,General
2992,Unlabeled litter,General
2993,Unlabeled litter,General
2994,Squeezable tube,General
2995,Plastic straw,General
2997,Unlabeled litter,General
2998,Unlabeled litter,General
3002,Styrofoam piece,General
3003,Unlabeled litter,General
3004,Disposable plastic cup,General
3005,Unlabeled litter,General
3192,Cigarette,General
3008,Disposable plastic cup,General
3009,Unlabeled litter,General
3013,Rope & strings,General
3015,Styrofoam piece,General
3017,Meal carton,General
3023,Normal paper,General
3193,Cigarette,General
3025,Meal carton,General
3027,Normal paper,General
3028,Foam cup,General
3029,Disposable plastic cup,General
3030,Normal paper,General
3031,Unlabeled litter,General
3034,Drink can,General
3035,Unlabeled litter,General
3037,Drink can,General
3038,Pop tab,General
3039,Aluminium foil,General
3040,Aluminium foil,General
3041,Paper cup,General
3042,Drink can,General
3047,Drink can,General
3049,Plastic straw,General
3050,Plastic straw,General
3051,Plastic lid,General
3053,Unlabeled litter,General
3194,Cigarette,General
3054,Drink can,General
3055,Pop tab,General
3056,Other carton,General
3059,Pop tab,General
3060,Drink can,General
3061,Drink can,General
3062,Drink can,General
3063,Drink can,General
3064,Drink can,General
3065,Styrofoam piece,General
3066,Disposable plastic cup,General
3067,Disposable plastic cup,General
3068,Drink can,General
3069,Drink can,General
3070,Drink can,General
3071,Drink can,General
3072,Pop tab,General
3075,Unlabeled litter,General
3076,Unlabeled litter,General
3077,Unlabeled litter,General
3078,Other carton,General
3079,Aluminium foil,General
3080,Drink can,General
3081,Pop tab,General
3082,Pop tab,General
3083,Drink can,General
3085,Plastic straw,General
3086,Plastic lid,General
3087,Unlabeled litter,General
3088,Meal carton,General
3089,Meal carton,General
3092,Unlabeled litter,General
3195,Cigarette,General
3196,Cigarette,General
3097,Paper bag,General
3098,Paper bag,General
3100,Paper bag,General
3101,Disposable plastic cup,General
3102,Disposable plastic cup,General
3197,Cigarette,General
3198,Cigarette,General
3107,Meal carton,General
3108,Plastic straw,General
3109,Plastic lid,General
3110,Paper cup,General
3113,Paper cup,General
3114,Unlabeled litter,General
3199,Cigarette,General
3200,Cigarette,General
3201,Cigarette,General
3202,Cigarette,General
3203,Cigarette,General
3204,Cigarette,General
3205,Cigarette,General
3206,Cigarette,General
3207,Cigarette,General
3208,Cigarette,General
3209,Cigarette,General
3210,Cigarette,General
3211,Cigarette,General
3212,Cigarette,General
3213,Cigarette,General
3115,Plastic straw,General
3214,Cigarette,General
3215,Cigarette,General
3216,Cigarette,General
3217,Cigarette,General
3117,Meal carton,General
3218,Cigarette,General
3118,Paper cup,General
3119,Plastic lid,General
3120,Paper cup,General
3121,Plastic lid,General
3124,Drink can,General
3125,Drink can,General
3126,Unlabeled litter,General
3127,Unlabeled litter,General
3129,Normal paper,General
3130,Styrofoam piece,General
3132,Plastic lid,General
3133,Drink can,General
3135,Plastic straw,General
3136,Paper cup,General
3137,Paper cup,General
3138,Unlabeled litter,General
3146,Food Can,General
3147,Disposable plastic cup,General
3148,Plastic lid,General
3150,Unlabeled litter,General
3219,Cigarette,General
3152,Disposable plastic cup,General
3153,Disposable plastic cup,General
3154,Paper cup,General
3155,Plastic straw,General
3156,Plastic straw,General
3157,Plastic lid,General
3158,Plastic lid,General
3159,Corrugated carton,General
3160,Corrugated carton,General
3161,Paper bag,General
3162,Normal paper,General
3163,Unlabeled litter,General
3220,Cigarette,General
3164,Meal carton,General
3166,Pop tab,General
3167,Drink can,General
3170,Paper cup,General
3171,Plastic lid,General
3172,Plastic straw,General
3173,Plastic lid,General
3174,Paper cup,General
3175,Other carton,General
3221,Cigarette,General
3222,Cigarette,General
3223,Cigarette,General
3224,Cigarette,General
3225,Cigarette,General
3226,Cigarette,General
3227,Cigarette,General
3228,Cigarette,General
3180,Disposable plastic cup,General
3181,Disposable plastic cup,General
3229,Disposable plastic cup,General
3231,Aluminium foil,General
3234,Unlabeled litter,General
3235,Unlabeled litter,General
3236,Drink carton,General
3237,Aerosol,General
3240,Normal paper,General
3249,Drink can,General
3250,Pop tab,General
3251,Aluminium foil,General
3258,Unlabeled litter,General
3259,Other carton,General
3265,Plastic straw,General
3266,Plastic lid,General
3267,Aluminium foil,General
3270,Aluminium foil,General
3274,Aluminium foil,General
3278,Drink can,General
3282,Rope & strings,General
3283,Aerosol,General
3289,Unlabeled litter,General
3292,Paper cup,General
3293,Corrugated carton,General
3295,Corrugated carton,General
3298,Scrap metal,General
3307,Unlabeled litter,General
3308,Unlabeled litter,General
3309,Unlabeled litter,General
3311,Unlabeled litter,General
3312,Unlabeled litter,General
3313,Unlabeled litter,General
3314,Unlabeled litter,General
3315,Unlabeled litter,General
3316,Unlabeled litter,General
3317,Unlabeled litter,General
3318,Unlabeled litter,General
3319,Unlabeled litter,General
3320,Unlabeled litter,General
3321,Unlabeled litter,General
3322,Unlabeled litter,General
3323,Unlabeled litter,General
3324,Unlabeled litter,General
3325,Unlabeled litter,General
3326,Unlabeled litter,General
3327,Unlabeled litter,General
3328,Unlabeled litter,General
3329,Unlabeled litter,General
3330,Unlabeled litter,General
3331,Unlabeled litter,General
3332,Unlabeled litter,General
3333,Unlabeled litter,General
3334,Unlabeled litter,General
3335,Unlabeled litter,General
3337,Unlabeled litter,General
3338,Unlabeled litter,General
3339,Unlabeled litter,General
3340,Unlabeled litter,General
3342,Unlabeled litter,General
3344,Unlabeled litter,General
3345,Unlabeled litter,General
3346,Unlabeled litter,General
3347,Unlabeled litter,General
3348,Unlabeled litter,General
3349,Unlabeled litter,General
3350,Unlabeled litter,General
3351,Unlabeled litter,General
3352,Unlabeled litter,General
3353,Unlabeled litter,General
3354,Unlabeled litter,General
3355,Unlabeled litter,General
3356,Unlabeled litter,General
3357,Unlabeled litter,General
3358,Unlabeled litter,General
3359,Unlabeled litter,General
3360,Unlabeled litter,General
3361,Unlabeled litter,General
3362,Paper cup,General
3372,Drink can,General
3373,Drink can,General
3374,Drink can,General
3375,Drink can,General
3376,Plastic lid,General
3377,Plastic lid,General
3378,Plastic straw,General
3379,Plastic straw,General
3380,Plastic straw,General
3381,Plastic straw,General
3395,Paper bag,General
3396,Paper bag,General
3400,Pop tab,General
3581,Cigarette,General
3582,Cigarette,General
3583,Cigarette,General
3584,Cigarette,General
3585,Cigarette,General
3586,Cigarette,General
3587,Cigarette,General
3588,Cigarette,General
3589,Cigarette,General
3590,Cigarette,General
3591,Cigarette,General
3592,Cigarette,General
3593,Cigarette,General
3594,Cigarette,General
3595,Cigarette,General
3596,Cigarette,General
3597,Cigarette,General
3598,Cigarette,General
3599,Cigarette,General
3600,Cigarette,General
3601,Cigarette,General
3602,Cigarette,General
3603,Cigarette,General
3604,Cigarette,General
3605,Cigarette,General
3606,Cigarette,General
3607,Cigarette,General
3608,Cigarette,General
3609,Cigarette,General
3409,Unlabeled litter,General
3410,Unlabeled litter,General
3411,Unlabeled litter,General
3414,Pizza box,General
3417,Corrugated carton,General
3418,Corrugated carton,General
3419,Corrugated carton,General
3422,Aluminium foil,General
3423,Aluminium foil,General
3424,Drink carton,General
3425,Other carton,General
3428,Aluminium foil,General
3429,Aluminium foil,General
3434,Unlabeled litter,General
3435,Drink can,General
3436,Drink can,General
3437,Drink can,General
3438,Drink can,General
3439,Drink can,General
3440,Drink can,General
3441,Drink can,General
3442,Drink can,General
3443,Drink can,General
3444,Drink can,General
3445,Drink can,General
3448,Pop tab,General
3449,Pop tab,General
3450,Pop tab,General
3451,Pop tab,General
3452,Pop tab,General
3453,Pop tab,General
3454,Pop tab,General
3455,Disposable plastic cup,General
3457,Aluminium foil,General
3458,Disposable plastic cup,General
3462,Unlabeled litter,General
3610,Cigarette,General
3611,Cigarette,General
3612,Cigarette,General
3613,Cigarette,General
3614,Cigarette,General
3615,Cigarette,General
3616,Cigarette,General
3617,Cigarette,General
3618,Cigarette,General
3619,Cigarette,General
3620,Cigarette,General
3621,Cigarette,General
3622,Cigarette,General
3623,Cigarette,General
3624,Cigarette,General
3625,Cigarette,General
3626,Cigarette,General
3472,Disposable plastic cup,General
3473,Aluminium foil,General
3474,Aluminium foil,General
3475,Paper bag,General
3476,Drink can,General
3477,Aluminium foil,General
3478,Aluminium foil,General
3482,Aerosol,General
3488,Unlabeled litter,General
3489,Unlabeled litter,General
3491,Unlabeled litter,General
3494,Drink can,General
3495,Drink can,General
3499,Aluminium foil,General
3500,Aluminium foil,General
3501,Aluminium foil,General
3502,Aluminium foil,General
3503,Aluminium foil,General
3504,Aluminium foil,General
3507,Plastic lid,General
3508,Plastic straw,General
3511,Unlabeled litter,General
3512,Unlabeled litter,General
3514,Unlabeled litter,General
3515,Unlabeled litter,General
3516,Unlabeled litter,General
3517,Unlabeled litter,General
3518,Unlabeled litter,General
3519,Unlabeled litter,General
3524,Unlabeled litter,General
3525,Unlabeled litter,General
3526,Drink can,General
3527,Disposable plastic cup,General
3529,Corrugated carton,General
3530,Food Can,General
3531,Pop tab,General
3532,Aluminium foil,General
3533,Drink carton,General
3534,Plastic straw,General
3536,Drink carton,General
3538,Paper bag,General
3539,Aluminium foil,General
3540,Aluminium foil,General
3541,Aluminium foil,General
3542,Aluminium foil,General
3543,Aluminium foil,General
3544,Aluminium foil,General
3550,Drink carton,General
3551,Meal carton,General
3554,Aluminium foil,General
3555,Aluminium foil,General
3556,Paper cup,General
3627,Cigarette,General
3628,Cigarette,General
3629,Cigarette,General
3630,Cigarette,General
3631,Cigarette,General
3632,Cigarette,General
3560,Drink can,General
3565,Corrugated carton,General
3566,Paper cup,General
3571,Unlabeled litter,General
3633,Cigarette,General
3634,Cigarette,General
3635,Cigarette,General
3574,Corrugated carton,General
3575,Corrugated carton,General
3579,Normal paper,General
3637,Plastic straw,General
3641,Plastic straw,General
3643,Unlabeled litter,General
3649,Corrugated carton,General
3654,Drink can,General
3656,Aluminium foil,General
3657,Magazine paper,General
3658,Aluminium foil,General
3659,Unlabeled litter,General
3660,Unlabeled litter,General
3663,Styrofoam piece,General
3664,Styrofoam piece,General
3665,Styrofoam piece,General
3666,Styrofoam piece,General
3667,Styrofoam piece,General
3669,Styrofoam piece,General
3670,Styrofoam piece,General
3671,Styrofoam piece,General
3672,Normal paper,General
3673,Unlabeled litter,General
3681,Unlabeled litter,General
3682,Tissues,General
3685,Plastic straw,General
4003,Cigarette,General
3686,Other carton,General
3687,Other carton,General
4004,Cigarette,General
3689,Drink can,General
3690,Unlabeled litter,General
3691,Drink can,General
3692,Pop tab,General
3693,Paper cup,General
3694,Plastic lid,General
3695,Tissues,General
3696,Disposable plastic cup,General
3697,Paper cup,General
3698,Plastic lid,General
3699,Paper cup,General
3700,Paper cup,General
3701,Disposable plastic cup,General
3705,Paper cup,General
4005,Cigarette,General
3707,Drink carton,General
3708,Meal carton,General
3709,Plastic straw,General
3713,Food Can,General
3715,Disposable plastic cup,General
4006,Cigarette,General
3716,Drink carton,General
3717,Plastic straw,General
3719,Unlabeled litter,General
3720,Unlabeled litter,General
4007,Cigarette,General
4008,Cigarette,General
3723,Drink carton,General
3724,Paper cup,General
3727,Unlabeled litter,General
4009,Cigarette,General
4010,Cigarette,General
4011,Cigarette,General
4012,Cigarette,General
4013,Cigarette,General
4014,Cigarette,General
4015,Cigarette,General
3728,Plastic straw,General
3729,Drink carton,General
3733,Foam cup,General
3734,Normal paper,General
4016,Cigarette,General
3735,Drink carton,General
3736,Plastic lid,General
3739,Normal paper,General
4017,Cigarette,General
4018,Cigarette,General
3740,Paper cup,General
3742,Normal paper,General
3743,Unlabeled litter,General
3744,Styrofoam piece,General
3753,Tissues,General
3754,Tissues,General
3755,Other carton,General
3756,Unlabeled litter,General
3757,Unlabeled litter,General
3758,Unlabeled litter,General
3759,Unlabeled litter,General
3760,Unlabeled litter,General
3761,Unlabeled litter,General
3762,Unlabeled litter,General
3764,Unlabeled litter,General
3766,Plastic straw,General
3767,Paper cup,General
3771,Plastic straw,General
3772,Unlabeled litter,General
3773,Plastic straw,General
3774,Plastic straw,General
3778,Pizza box,General
3779,Drink carton,General
3780,Paper cup,General
4019,Cigarette,General
3781,Egg carton,General
3783,Paper cup,General
3789,Disposable plastic cup,General
3791,Normal paper,General
3800,Unlabeled litter,General
3801,Unlabeled litter,General
3802,Unlabeled litter,General
3803,Unlabeled litter,General
3805,Plastic straw,General
3806,Unlabeled litter,General
3813,Unlabeled litter,General
3814,Foam cup,General
3822,Plastic straw,General
3827,Unlabeled litter,General
4020,Cigarette,General
4021,Cigarette,General
3828,Drink carton,General
4022,Cigarette,General
4023,Cigarette,General
4024,Cigarette,General
3831,Unlabeled litter,General
3832,Drink carton,General
3833,Unlabeled litter,General
4025,Cigarette,General
4026,Cigarette,General
3843,Other carton,General
3844,Other carton,General
3845,Drink carton,General
3846,Other carton,General
3847,Drink carton,General
3848,Other carton,General
3849,Drink carton,General
3850,Pop tab,General
3851,Plastic straw,General
3852,Plastic straw,General
3857,Drink carton,General
3858,Paper cup,General
3859,Unlabeled litter,General
4027,Cigarette,General
4028,Cigarette,General
4029,Cigarette,General
3862,Aluminium foil,General
4030,Cigarette,General
3865,Paper bag,General
3866,Drink carton,General
3867,Other carton,General
3871,Broken glass,General
4031,Cigarette,General
3872,Disposable plastic cup,General
3873,Plastic lid,General
4032,Cigarette,General
4033,Cigarette,General
4034,Cigarette,General
4035,Cigarette,General
3888,Paper cup,General
3889,Unlabeled litter,General
3890,Unlabeled litter,General
3891,Other carton,General
3892,Normal paper,General
4036,Cigarette,General
3893,Paper cup,General
3895,Normal paper,General
4037,Cigarette,General
3898,Disposable plastic cup,General
3899,Disposable plastic cup,General
3900,Disposable plastic cup,General
3903,Plastic straw,General
3904,Plastic lid,General
4038,Cigarette,General
3911,Drink carton,General
3912,Drink can,General
3913,Food Can,General
3914,Pop tab,General
3915,Pop tab,General
3916,Disposable plastic cup,General
3917,Paper cup,General
3918,Drink can,General
3920,Drink carton,General
4039,Cigarette,General
3922,Rope & strings,General
3930,Unlabeled litter,General
3934,Styrofoam piece,General
3937,Disposable plastic cup,General
3942,Drink can,General
3943,Drink can,General
3944,Pop tab,General
3945,Pop tab,General
3946,Styrofoam piece,General
3947,Styrofoam piece,General
3948,Drink can,General
3953,Styrofoam piece,General
3957,Unlabeled litter,General
3962,Styrofoam piece,General
4040,Cigarette,General
3965,Styrofoam piece,General
3966,Styrofoam piece,General
3967,Styrofoam piece,General
3968,Styrofoam piece,General
3970,Styrofoam piece,General
3975,Styrofoam piece,General
3985,Unlabeled litter,General
3988,Rope & strings,General
3989,Normal paper,General
4002,Styrofoam piece,General
4040,Unlabeled litter,General
4041,Normal paper,General
4042,Paper cup,General
4043,Squeezable tube,General
4044,Unlabeled litter,General
4045,Disposable plastic cup,General
4048,Rope & strings,General
4050,Unlabeled litter,General
4051,Paper cup,General
4059,Broken glass,General
4060,Drink can,General
4061,Cigarette,General
4062,Broken glass,General
4063,Broken glass,General
4064,Unlabeled litter,General
4065,Unlabeled litter,General
4066,Drink can,General
4067,Pop tab,General
4069,Cigarette,General
4072,Cigarette,General
4075,Unlabeled litter,General
4079,Drink can,General
4080,Drink can,General
4081,Drink can,General
4082,Drink can,General
4083,Drink can,General
4084,Drink can,General
4085,Drink can,General
4086,Drink can,General
4088,Drink can,General
4089,Drink can,General
4090,Drink can,General
4091,Drink can,General
4092,Unlabeled litter,General
4093,Pop tab,General
4094,Pop tab,General
4095,Pop tab,General
4096,Pop tab,General
4097,Pop tab,General
4098,Unlabeled litter,General
4099,Unlabeled litter,General
