PK,Name,Schedule,hasBusNear,hasMetroNear,hasCercaniasNear,hasTranviaNear,Description,Accesibility,Url,StreetName,StreetType,StreetNumber,PostalCode,Neighborhood,same_as_wikidata_neighborhood,District,same_as_wikidata_district,CoorX,CoorY,Latitude,Longitude,Telephone,Email,Public
183607,Aparcamiento mixto. Verdaguer y García,,,,,,Plazas: 83 públicas y 180 para residentes  Información sobre accesibilidad:  No tiene escaleras adaptadas 1 ascensor en la salida a la Calle Verdaguer y garcía 1 aseo accesible en la planta -1 Plaza para minusválidos residentes: 4    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6245bdc85c01c010VgnVCM2000000c205a0aRCRD,VERDAGUER Y GARCIA,CALLE VERDAGUER Y GARCIA,1,28027,San Pascual,http://www.wikidata.org/entity/Q165612,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,444432,4477001,40.43992277144076,-3.656505118007155,913 531 050,,false
13452,Aparcamiento público. Almagro,,,,,,Plazas: 462  Informacion sobre accesibilidad:   1 escalera adaptada No tiene ascensor de salida a calle 1 aseo accesible Plazas para minusválidos residentes: 17  Abierto 24 horas  Titularidad : Ayuntamiento de Madrid   Gestión: Empresa Municipal de Transportes (EMT) (más información),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e167339ae51c010VgnVCM2000000c205a0aRCRD,ALMAGRO,CALLE ALMAGRO,13,28010,Almagro,http://www.wikidata.org/entity/Q10954432,Chamberí,http://www.wikidata.org/entity/Q1763370,441316,4475957,40.43030345785862,-3.6931471299523446,,,true
7393089,Aparcamiento público. Auditorio Nacional de Música (Príncipe de Vergara),,,,,,Plazas: 376 Abierto 24 horas Admite la Tarjeta Bono Red  Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed88f25e040c4410VgnVCM2000000c205a0aRCRD,CARTAGENA,CALLE CARTAGENA,176,28002,Ciudad Jardín,http://www.wikidata.org/entity/Q3773744,Chamartín,http://www.wikidata.org/entity/Q1766348,442638,4477497,40.44426892073378,-3.6777018495296048,,,true
13473,Aparcamiento público. Descalzas,,,,,,Plazas: 400  Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e77339ae51c010VgnVCM2000000c205a0aRCRD,DESCALZAS,PLAZA DESCALZAS,4,28013,Sol,http://www.wikidata.org/entity/Q2465181,Centro,http://www.wikidata.org/entity/Q1763376,440079,4474403,40.41809765692244,-3.706306013191402,91 532 57 57,,true
24809,Aparcamiento público. Fernández Shaw,,,,,,Plazas: 245 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e6e6545f951c010VgnVCM2000000c205a0aRCRD,CARLOS Y GUILLERMO FERNANDEZ SHAW,CALLE CARLOS Y GUILLERMO FERNANDEZ SHAW,,28007,Adelfas,http://www.wikidata.org/entity/Q3774001,Retiro,http://www.wikidata.org/entity/Q2002296,443319,4473244,40.406002468696784,-3.669292239090564,,,true
13478,Aparcamiento público. Glorieta Puerta de Toledo,,,,,,Plazas: 244 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Teléfonos: 91 365 49 32                    669 523 992,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f477339ae51c010VgnVCM2000000c205a0aRCRD,CAPITAN SALAZAR MARTINEZ,CALLE CAPITAN SALAZAR MARTINEZ,2,28005,Embajadores,http://www.wikidata.org/entity/Q2449844,Centro,http://www.wikidata.org/entity/Q1763376,439756,4473225,40.40745328367243,-3.7100131737859567,,,true
13467,Aparcamiento público. Las Cortes,,,,,,Plazas: 480 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42c77339ae51c010VgnVCM2000000c205a0aRCRD,LAS CORTES,PLAZA LAS CORTES,0,28014,Cortes,http://www.wikidata.org/entity/Q2535637,Centro,http://www.wikidata.org/entity/Q1763376,441005,4474138,40.41576756093728,-3.695367083138702,,,true
13449,Aparcamiento público. Luna - Tudescos,,,,,,Plazas: 481 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54467339ae51c010VgnVCM2000000c205a0aRCRD,SANTA MARIA SOLEDAD TORRES ACOSTA,PLAZA SANTA MARIA SOLEDAD TORRES ACOSTA,2,28004,Universidad,http://www.wikidata.org/entity/Q10387767,Centro,http://www.wikidata.org/entity/Q1763376,440145,4474775,40.4214535549175,-3.705563118253955,,,true
13469,Aparcamiento público. Marqués de Urquijo,,,,,,Plazas: 482 Abierto 24 horas Admite Tarjeta BonoRed,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa667339ae51c010VgnVCM2000000c205a0aRCRD,MARQUES DE URQUIJO,CALLE MARQUES DE URQUIJO,27,28008,Argüelles,http://www.wikidata.org/entity/Q64874,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,439113,4475892,40.42955928333471,-3.719111078507027,,,true
13451,Aparcamiento público. Mostenses,,,,,,Plazas: 362  Información sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor 1 aseo accesible en 2&amp;ordf;  planta Plaza para minusválidos residentes: 16   Abierto 24 horas   Admite Tarjeta BonoRed    Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe0881eb5f51c010VgnVCM2000000c205a0aRCRD,GARCIA MOLINAS,CALLE GARCIA MOLINAS,4,28015,Universidad,http://www.wikidata.org/entity/Q10387767,Centro,http://www.wikidata.org/entity/Q1763376,447830,4476804,40.4227759148193,-3.708830424647755,902 283 080,,true
88141,Aparcamiento público. Museo de la Ciudad,,,,,,Plazas: 147 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdc7bdc85c01c010VgnVCM2000000c205a0aRCRD,PRINCIPE DE VERGARA,CALLE PRINCIPE DE VERGARA,134,28002,Ciudad Jardín,http://www.wikidata.org/entity/Q3773744,Chamartín,http://www.wikidata.org/entity/Q1766348,442593,4477430,40.44366224087455,-3.6782263814004565,,,true
13450,Aparcamiento público. Olavide,,,,,,Plazas: 397   Información sobre accesibilidad:   Disponde de escaleras adaptadas 1 ascensor en la salida a la Plaza de Olavide 1 aseo accesible en la 1&amp;ordf;  planta Plaza para minusválidos residentes: 8  Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=453881eb5f51c010VgnVCM2000000c205a0aRCRD,OLAVIDE,PLAZA OLAVIDE,17,28010,Trafalgar,http://www.wikidata.org/entity/Q10384027,Chamberí,http://www.wikidata.org/entity/Q1763370,440639,4476237,40.43277769820206,-3.7011542013121264,,,true
13454,Aparcamiento público. Plaza de Colón,,,,,,Plazas: 605 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5777339ae51c010VgnVCM2000000c205a0aRCRD,GOYA,CALLE GOYA,2,28001,Recoletos,http://www.wikidata.org/entity/Q3814551,Salamanca,http://www.wikidata.org/entity/Q1773521,441682,4475386,40.42518540300912,-3.6887800207651495,915 761 837,,true
13463,Aparcamiento público. Plaza de España,,,,,,Plazas: 800 (hasta 535 abonados) Abierto 24 horas    Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb977339ae51c010VgnVCM2000000c205a0aRCRD,ESPA&amp;Ntilde;A,PLAZA ESPA&amp;Ntilde;A,20,28008,Argüelles,http://www.wikidata.org/entity/Q64874,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,439631,4475032,40.42372251184839,-3.7116577340508523,,,false
13472,Aparcamiento público. Plaza del Carmen,,,,,,Plazas: 450  Información sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor 1 aseo accesible en  1&amp;ordf;  planta Plaza para minusválidos residentes: 7   Abierto 24 horas   Admite Tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ec881eb5f51c010VgnVCM2000000c205a0aRCRD,CARMEN,PLAZA CARMEN,10,28013,Sol,http://www.wikidata.org/entity/Q2465181,Centro,http://www.wikidata.org/entity/Q1763376,440355,4474445,40.41848676016168,-3.703068586180966,915 214 312,,true
13474,Aparcamiento público. Plaza del Rey,,,,,,Plazas: 160  Información sobre accesibilidad:   Si tiene escaleras adaptadas 1 ascensor 3 aseos accesibles (uno por planta): 8 Plaza para minusválidos residentes: 16  Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4f881eb5f51c010VgnVCM2000000c205a0aRCRD,REY,PLAZA REY,1,28004,Justicia,http://www.wikidata.org/entity/Q1992319,Centro,http://www.wikidata.org/entity/Q1763376,440967,4474629,40.42018796139455,-3.69587231093941,915 225 219,,true
13456,Aparcamiento público. Santa Ana,,,,,,Plazas: 325  Información sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor 1 aseo accesible en 1&amp;ordf; planta Plaza para minusválidos residentes: 6   Abierto 24 horas   Admite Tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b5881eb5f51c010VgnVCM2000000c205a0aRCRD,SANTA ANA,PLAZA SANTA ANA,16,28012,Cortes,http://www.wikidata.org/entity/Q2535637,Centro,http://www.wikidata.org/entity/Q1763376,440536,4474042,40.41487830605113,-3.700897645451053,915 214 312,,true
10737574,Aparcamiento público. Usera,,,,,,Plazas: 36  Titularidad : Ayuntamiento de Madrid,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce8907e1fd534610VgnVCM1000001d4a900aRCRD,AMPARO USERA,CALLE AMPARO USERA,46,28026,Moscardó,http://www.wikidata.org/entity/Q11937679,Usera,http://www.wikidata.org/entity/Q953368,440032,4470962,40.38710254642704,-3.7065255061698053,,,true
13468,Aparcamiento público. Velázquez - Juan Bravo,,,,,,Plazas: 371 Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid,true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3077339ae51c010VgnVCM2000000c205a0aRCRD,VELAZQUEZ,CALLE VELAZQUEZ,88,28006,Castellana,http://www.wikidata.org/entity/Q4781,Salamanca,http://www.wikidata.org/entity/Q1773521,442140,4476138,40.431991827319116,-3.683449815935094,,,true
13453,Aparcamiento público. Villa de París,,,,,,Plazas rotación: 169  Plazas motos: 2   Información sobre accesibilidad:   No tiene escaleras adaptadas No disponde de ascensor 1 aseo accesible Plaza para minusválidos residentes: 13   Abierto 24 horas       Titularidad: Ayuntamiento de Madrid  Gestión: Empresa Municipal de Transportes (EMT) (más información),true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38a881eb5f51c010VgnVCM2000000c205a0aRCRD,MARQUES DE LA ENSENADA,CALLE MARQUES DE LA ENSENADA,1,28004,Justicia,http://www.wikidata.org/entity/Q1992319,Centro,http://www.wikidata.org/entity/Q1763376,441263,4475173,40.42533530030625,-3.6923416648619947,,,true
