Identifier,Description,District Code,District Name,Neighborhood code,Neighborhood Name,Operative Status,Address
224541,SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA,8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,AUTOVIA M-40 5650
224772,SITUADO APARCABICICLETAS - CENTRO COMERCIAL MONTECARMELO,8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,CALLE MONASTERIO DE ARLANZA 20
225577,SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (C/ DE PORTOMARIN),8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,CALLE PORTOMARIN 21
226835,SITUADO APARCABICICLETAS - COLEGIO PUBLICO MONTE EL PARDO,8,FUENCARRAL-EL PARDO,81,EL PARDO,OPERATIVO,AVENIDA GUARDIA 19
227269,SITUADO APARCABICICLETAS - CENTRO SOCIOCULTURAL ALFONSO XII,8,FUENCARRAL-EL PARDO,81,EL PARDO,OPERATIVO,CALLE MIRA EL RIO 4
227733,SITUADO APARCABICICLETAS - C.E.I.P. PRINCIPE DE ASTURIAS,8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,CALLE IVAN PAVLOV 2
227813,SITUADO APARCABICICLETAS - FRENTE A LA PERGOLA,10,LATINA,106,CUATRO VIENTOS,OPERATIVO,CALLE TROMBONES 13
228434,SITUADO APARCABICICLETAS - INSTALACION DEPORTIVA BASICA GENERAL SALIQUET,10,LATINA,107,LAS AGUILAS,OPERATIVO,CALLE SOLEDAD CAZORLA 22
229683,SITUADO APARCABICICLETAS - I.E.S LEONARDO DA VINCI,10,LATINA,107,LAS AGUILAS,OPERATIVO,CALLE BLAS CABRERA 90
230112,SITUADO APARCABICICLETAS - INSTITUCION LA SALLE,10,LATINA,107,LAS AGUILAS,OPERATIVO,CALLE BLAS CABRERA 50
230124,SITUADO APARCABICICLETAS - METRO CUATRO VIENTOS,10,LATINA,105,CAMPAMENTO,OPERATIVO,PASEO HUSARES 48
232054,SITUADO APARCABICICLETAS - CANCHAS DE FUTBOL SALA,10,LATINA,107,LAS AGUILAS,OPERATIVO,CALLE VIDAUBA 3
232105,SITUADO APARCABICICLETAS - CENTRO JACINTO VERDAGUER,10,LATINA,107,LAS AGUILAS,OPERATIVO,CALLE FUENTE DE LIMA 22
232134,SITUADO APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL ALUCHE (AVENIDA DE LAS AGUILAS),10,LATINA,107,LAS AGUILAS,OPERATIVO,CALLE JOSE DE CADALSO 1
232207,SITUADO APARCABICICLETAS - CENTRO CULTURAL ALMIRANTE CHURRUCA,10,LATINA,107,LAS AGUILAS,OPERATIVO,CALLE FUENTE DEL TIRO 72
232493,SITUADO APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL LAS CRUCES,10,LATINA,107,LAS AGUILAS,OPERATIVO,AVENIDA POBLADOS 64
233419,SITUADO APARCABICICLETAS - ESTACION METRO/CERCANIAS ALUCHE (AV/ DE LOS POBLADOS 41),10,LATINA,104,ALUCHE,OPERATIVO,AVENIDA POBLADOS 41
233575,SITUADO APARCABICICLETAS - ESTACION METRO/CERCANIAS ALUCHE (C/ DE VALMOJADO 295),10,LATINA,104,ALUCHE,OPERATIVO,CALLE VALMOJADO 295
233750,SITUADO APARCABICICLETAS - PARQUE ALUCHE,10,LATINA,104,ALUCHE,OPERATIVO,CALLE VALMOJADO 173
233967,SITUADO APARCABICICLETAS - I.E.S. BLAS DE OTERO,10,LATINA,104,ALUCHE,OPERATIVO,CALLE MAQUEDA 117
234642,SITUADO APARCABICICLETAS - COLEGIO GAMO DIANA,10,LATINA,104,ALUCHE,OPERATIVO,CALLE TEMBLEQUE 104
234830,SITUADO APARCABICICLETAS - AUDITORIO PARQUE ALUCHE,10,LATINA,104,ALUCHE,OPERATIVO,CALLE ILLESCAS 151
236287,SITUADO APARCABICICLETAS - CENTRO CULTURAL FERNANDEZ DE LOS RIOS,10,LATINA,104,ALUCHE,OPERATIVO,CALLE CAMARENA 57
236539,SITUADO APARCABICICLETAS - C.P. LOS CARMENES,10,LATINA,101,LOS CARMENES,OPERATIVO,CALLE ALHAMBRA 102
237510,SITUADO APARCABICICLETAS - C.P. AMADEO VIVES,10,LATINA,104,ALUCHE,OPERATIVO,CALLE VALMOJADO 61
457491,SITUADO APARCABICICLETAS - C/ LUIS ESTEBAN Nº5,6,TETUAN,64,ALMENARA,OPERATIVO,CALLE LUIS ESTEBAN 5
457493,SITUADO APARCABICICLETAS - C/ GENERAL ARANDA Nº98,6,TETUAN,64,ALMENARA,OPERATIVO,CALLE GENERAL ARANDA 98
457496,SITUADO APARCABICICLETAS - Av. ASTURIAS Nº70,6,TETUAN,64,ALMENARA,OPERATIVO,AVENIDA ASTURIAS 70
457499,SITUADO APARCABICICLETAS - Av. ASTURIAS Nº32,6,TETUAN,64,ALMENARA,OPERATIVO,AVENIDA ASTURIAS 32
457504,SITUADO APARCABICICLETAS - Pz. DONOSO Nº5,6,TETUAN,64,ALMENARA,OPERATIVO,PLAZA DONOSO 5
457506,SITUADO APARCABICICLETAS - C/ PINOS ALTA Nº63,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE PINOS ALTA 63
457509,SITUADO APARCABICICLETAS - C/ CAPITAN BLANCO ARGIBAY Nº14,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE CAPITAN BLANCO ARGIBAY 14
457511,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº376,6,TETUAN,63,CASTILLEJOS,OPERATIVO,CALLE BRAVO MURILLO 376
457512,SITUADO APARCABICICLETAS - C/ SAN AQUILINO Nº2,6,TETUAN,64,ALMENARA,OPERATIVO,CALLE SAN AQUILINO 2
457513,SITUADO APARCABICICLETAS - C/ CONDE SERRALLO Nº4,6,TETUAN,64,ALMENARA,OPERATIVO,CALLE CONDE DEL SERRALLO 4
457514,SITUADO APARCABICICLETAS - C/ SAN BENITO Nº6,6,TETUAN,64,ALMENARA,OPERATIVO,CALLE SAN BENITO 6
457516,SITUADO APARCABICICLETAS - Pz. ANGEL CARBAJO Nº8,6,TETUAN,63,CASTILLEJOS,OPERATIVO,PLAZA ANGEL CARBAJO 8
457517,SITUADO APARCABICICLETAS - C/ FRANCISCO GERVAS Nº26,6,TETUAN,63,CASTILLEJOS,OPERATIVO,CALLE FRANCISCO GERVAS 26
457518,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº278,6,TETUAN,63,CASTILLEJOS,OPERATIVO,CALLE BRAVO MURILLO 278
457519,SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº41,6,TETUAN,66,BERRUGUETE,OPERATIVO,CALLE MARQUES DE VIANA 41
457520,SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº56,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE MARQUES DE VIANA 56
457521,SITUADO APARCABICICLETAS - C/ VILLAAMIL Nº263,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE VILLAAMIL 263
457522,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº23,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE SINESIO DELGADO 23
457524,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE SINESIO DELGADO 34
457525,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE SINESIO DELGADO 34
457526,SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº28,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,CALLE SINESIO DELGADO 28
457527,SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,PASEO DIRECCION 295
457528,SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,PASEO DIRECCION 295
457529,SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº267,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,PASEO DIRECCION 267
457530,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº248,6,TETUAN,63,CASTILLEJOS,OPERATIVO,CALLE BRAVO MURILLO 248
457532,SITUADO APARCABICICLETAS - C/ INFANTA MERCEDES Nº47,6,TETUAN,63,CASTILLEJOS,OPERATIVO,CALLE INFANTA MERCEDES 47
457534,SITUADO APARCABICICLETAS - C/ NTRA. SRA. DEL CARMEN Nº3,6,TETUAN,66,BERRUGUETE,OPERATIVO,CALLE NUESTRA SEÑORA DEL CARMEN 3
457535,SITUADO APARCABICICLETAS - C/ HIERBABUENA Nº2,6,TETUAN,66,BERRUGUETE,OPERATIVO,CALLE HIERBABUENA 2
457537,SITUADO APARCABICICLETAS - C/ AMBROSIO VALLEJO Nº2,6,TETUAN,66,BERRUGUETE,OPERATIVO,CALLE AMBROSIO VALLEJO 2
457538,SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº96,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,AVENIDA PABLO IGLESIAS 96
457541,SITUADO APARCABICICLETAS - C/ ALEJANDRO RODRIGUEZ Nº39,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,CALLE ALEJANDRO RODRIGUEZ 39
457543,SITUADO APARCABICICLETAS - C/ PAMPLONA Nº33,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,CALLE PAMPLONA 33
457549,SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº65,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,AVENIDA PABLO IGLESIAS 65
457552,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº162,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,CALLE BRAVO MURILLO 162
457555,SITUADO APARCABICICLETAS - Av. GENERAL PERON Nº9,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,AVENIDA GENERAL PERON 9
457558,SITUADO APARCABICICLETAS - Av. GENERAL PERON Nº36,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,AVENIDA GENERAL PERON 36
457560,SITUADO APARCABICICLETAS - C/ GENERAL MOSCARDO Nº24,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,CALLE GENERAL MOSCARDO 24
457562,SITUADO APARCABICICLETAS - C/ ORENSE Nº15,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,CALLE ORENSE 15
457565,SITUADO APARCABICICLETAS - C/ HERNANI Nº68,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,CALLE HERNANI 68
457567,SITUADO APARCABICICLETAS - C/ AGUSTIN DE BETANCOURT Nº15,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE AGUSTIN DE BETANCOURT 15
457568,SITUADO APARCABICICLETAS - Pº CASTELLANA Nº67,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,PASEO CASTELLANA 67
457570,SITUADO APARCABICICLETAS - Pº CASTELLANA Nº65,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,PASEO CASTELLANA 65
457572,SITUADO APARCABICICLETAS - Pz. SAN JUAN DE LA CRUZ Nº3,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,PLAZA SAN JUAN DE LA CRUZ 3
457573,SITUADO APARCABICICLETAS - C/ RIOS ROSAS Nº57,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE RIOS ROSAS 57
457575,SITUADO APARCABICICLETAS - C/ RIOS ROSAS Nº21,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE RIOS ROSAS 21
457579,SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº125,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE SANTA ENGRACIA 125
457580,SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº142,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE SANTA ENGRACIA 142
457581,SITUADO APARCABICICLETAS - C/ MAUDES Nº14,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE MAUDES 14
457583,SITUADO APARCABICICLETAS - C/ DULCINEA Nº1,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,CALLE DULCINEA 1
457584,SITUADO APARCABICICLETAS - C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº32,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 32
457586,SITUADO APARCABICICLETAS - C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº43,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 43
457587,SITUADO APARCABICICLETAS - GTA. CUATRO CAMINOS Nº1,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,GLORIETA CUATRO CAMINOS 1
457588,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº85,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE BRAVO MURILLO 85
457590,SITUADO APARCABICICLETAS - C/ MARQUES DE LEMA Nº7,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE MARQUES DE LEMA 7
457591,SITUADO APARCABICICLETAS - C/ ESQUILACHE Nº1,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE ESQUILACHE 1
457593,SITUADO APARCABICICLETAS - Av. FILIPINAS Nº11,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,AVENIDA FILIPINAS 11
457594,SITUADO APARCABICICLETAS - Av. FILIPINAS Nº34,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,AVENIDA FILIPINAS 34
457596,SITUADO APARCABICICLETAS - Pº SAN FRANCISC DE SALES Nº42,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,PASEO SAN FRANCISCO DE SALES 42
457597,SITUADO APARCABICICLETAS - C/ JUAN VIGON Nº8,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE JUAN VIGON 8
457598,SITUADO APARCABICICLETAS - C/ GUZMAN EL BUENO Nº94,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE GUZMAN EL BUENO 94
457599,SITUADO APARCABICICLETAS - C/ JESUS MAESTRO Nº3,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE JESUS MAESTRO 3
457601,SITUADO APARCABICICLETAS - Av. FILIPINAS Nº5,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,AVENIDA FILIPINAS 5
457603,SITUADO APARCABICICLETAS - C/ GENERAL IBAÑEZ DE IBERO Nº4,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE GENERAL IBAÑEZ DE IBERO 4
457605,SITUADO APARCABICICLETAS - Av. REINA VICTORIA Nº56,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,AVENIDA REINA VICTORIA 56
457607,SITUADO APARCABICICLETAS - C/ GRAL. ASENSIO CABANILLAS Nº15,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE GENERAL ASENSIO CABANILLAS 15
457609,SITUADO APARCABICICLETAS - Av. MONCLOA Nº17,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,AVENIDA MONCLOA 17
457611,SITUADO APARCABICICLETAS - C/ ISAAC PERAL Nº60,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE ISAAC PERAL 60
457615,SITUADO APARCABICICLETAS - C/ JULIAN ROMEA Nº20,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE JULIAN ROMEA 20
457625,SITUADO APARCABICICLETAS - C/ JOAQUIN MARIA LOPEZ Nº50,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,CALLE JOAQUIN MARIA LOPEZ 50
457626,SITUADO APARCABICICLETAS - C/ GUZMAN EL BUENO Nº75,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,CALLE GUZMAN EL BUENO 75
457627,SITUADO APARCABICICLETAS - C/ FERNANDO EL CATOLICO Nº52,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,CALLE FERNANDO EL CATOLICO 52
457630,SITUADO APARCABICICLETAS - Pz. MONCLOA Nº1,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,PLAZA MONCLOA 1
457631,SITUADO APARCABICICLETAS - C/ FERNANDO EL CATOLICO Nº77,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,CALLE FERNANDO EL CATOLICO 77
457633,SITUADO APARCABICICLETAS - C/ MELENDEZ VALDES Nº67,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,CALLE MELENDEZ VALDES 67
457634,SITUADO APARCABICICLETAS - C/ ROMERO ROBLEDO Nº15,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,CALLE ROMERO ROBLEDO 15
457635,SITUADO APARCABICICLETAS - Pº PINTOR ROSALES Nº62,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,PASEO PINTOR ROSALES 62
457637,SITUADO APARCABICICLETAS - C/ ALBERTO AGUILERA Nº23,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE ALBERTO AGUILERA 23
457639,SITUADO APARCABICICLETAS - C/ VALLEHERMOSO Nº15,7,CHAMBERI,72,ARAPILES,OPERATIVO,CALLE VALLEHERMOSO 15
457641,SITUADO APARCABICICLETAS - C/ GALILEO Nº39,7,CHAMBERI,72,ARAPILES,OPERATIVO,CALLE GALILEO 39
457644,SITUADO APARCABICICLETAS - C/ ARAPILES Nº12,7,CHAMBERI,72,ARAPILES,OPERATIVO,CALLE ARAPILES 12
457646,SITUADO APARCABICICLETAS - Pz. CONDE DEL VALLE SUCHIL Nº6,7,CHAMBERI,72,ARAPILES,OPERATIVO,PLAZA CONDE DEL VALLE DE SUCHIL 6
457648,SITUADO APARCABICICLETAS - C/ SAN BERNARDO Nº93,7,CHAMBERI,72,ARAPILES,OPERATIVO,CALLE SAN BERNARDO 93
457651,SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº123,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,CALLE FUENCARRAL 123
457653,SITUADO APARCABICICLETAS - C/ SAN BERNARDO Nº107,7,CHAMBERI,72,ARAPILES,OPERATIVO,CALLE SAN BERNARDO 107
457654,SITUADO APARCABICICLETAS - C/ MAGALLANES Nº3,7,CHAMBERI,72,ARAPILES,OPERATIVO,CALLE MAGALLANES 3
457656,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº32,7,CHAMBERI,72,ARAPILES,OPERATIVO,CALLE BRAVO MURILLO 32
457658,SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº49,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE BRAVO MURILLO 49
457661,SITUADO APARCABICICLETAS - C/ CEA BERMUDEZ Nº26,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,CALLE CEA BERMUDEZ 26
457678,SITUADO APARCABICICLETAS - C/ GRAL. ALVAREZ DE CASTRO Nº46,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,CALLE GENERAL ALVAREZ DE CASTRO 46
457681,SITUADO APARCABICICLETAS - C/ GRAL. ALVAREZ DE CASTRO Nº46,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,CALLE GENERAL ALVAREZ DE CASTRO 46
457683,SITUADO APARCABICICLETAS - C/ JOSE ABASCAL Nº39,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,CALLE JOSE ABASCAL 39
457688,SITUADO APARCABICICLETAS - Pº CASTELLANA Nº53,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,PASEO CASTELLANA 53
457689,SITUADO APARCABICICLETAS - C/ ALONSO CANO Nº 19,7,CHAMBERI,74,ALMAGRO,OPERATIVO,CALLE ALONSO CANO 19
457693,SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº69,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,CALLE SANTA ENGRACIA 69
457706,SITUADO APARCABICICLETAS - Pº EDUARDO DATO Nº2,7,CHAMBERI,74,ALMAGRO,OPERATIVO,PASEO EDUARDO DATO 2
457716,SITUADO APARCABICICLETAS - C/ FERNANDEZ DE LA HOZ Nº27,7,CHAMBERI,74,ALMAGRO,OPERATIVO,CALLE FERNANDEZ DE LA HOZ 27
457719,SITUADO APARCABICICLETAS - Pº GRAL. MARTINEZ CAMPOS Nº31,7,CHAMBERI,74,ALMAGRO,OPERATIVO,PASEO GENERAL MARTINEZ CAMPOS 31
457722,SITUADO APARCABICICLETAS - Pº GRAL. MARTINEZ CAMPOS Nº37,7,CHAMBERI,74,ALMAGRO,OPERATIVO,PASEO GENERAL MARTINEZ CAMPOS 37
457723,SITUADO APARCABICICLETAS - C/ MIGUEL ANGEL Nº1,7,CHAMBERI,74,ALMAGRO,OPERATIVO,CALLE MIGUEL ANGEL 1
457728,SITUADO APARCABICICLETAS - Pº CASTELLANA Nº35,7,CHAMBERI,74,ALMAGRO,OPERATIVO,PASEO CASTELLANA 35
457729,SITUADO APARCABICICLETAS - C/ ZURBARAN Nº21,7,CHAMBERI,74,ALMAGRO,OPERATIVO,CALLE ZURBARAN 21
457731,SITUADO APARCABICICLETAS - C/ ALMAGRO Nº7,7,CHAMBERI,74,ALMAGRO,OPERATIVO,CALLE ALMAGRO 7
457734,SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº15,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,CALLE SANTA ENGRACIA 15
457737,SITUADO APARCABICICLETAS - C/ FRANCISCO DE ROJAS Nº14,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,CALLE FRANCISCO DE ROJAS 14
457741,SITUADO APARCABICICLETAS - C/ SERRANO ANGUITA Nº13,1,CENTRO,14,JUSTICIA,OPERATIVO,CALLE SERRANO ANGUITA 13
457743,SITUADO APARCABICICLETAS - C/ BARCELO Nº9,1,CENTRO,14,JUSTICIA,OPERATIVO,CALLE BARCELO 9
457747,SITUADO APARCABICICLETAS - Pz. DOS DE MAYO Nº3,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,PLAZA DOS DE MAYO 3
457752,SITUADO APARCABICICLETAS - C/ EVARISTO SAN MIGUEL Nº7,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,CALLE EVARISTO SAN MIGUEL 7
457755,SITUADO APARCABICICLETAS - C/ VENTURA RODRIGUEZ Nº17,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,CALLE VENTURA RODRIGUEZ 17
457762,SITUADO APARCABICICLETAS - C/ MARQUES DE LEGANES Nº5,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE MARQUES DE LEGANES 5
457765,SITUADO APARCABICICLETAS - C/ LIBREROS Nº16,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE LIBREROS 16
457767,SITUADO APARCABICICLETAS - Pz. SAN ILDEFONSO Nº2,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,PLAZA SAN ILDEFONSO 2
457774,SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº35,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE FUENCARRAL 35
457776,SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº29,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE FUENCARRAL 29
457777,SITUADO APARCABICICLETAS - C/ VALVERDE Nº22,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE VALVERDE 22
457780,SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº3,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE FUENCARRAL 3
457781,SITUADO APARCABICICLETAS - Pz. PEDRO ZEROLO Nº6,1,CENTRO,14,JUSTICIA,OPERATIVO,PLAZA PEDRO ZEROLO 6
457784,SITUADO APARCABICICLETAS - C/ SAN GREGORIO Nº10,1,CENTRO,14,JUSTICIA,OPERATIVO,CALLE SAN GREGORIO 10
457785,SITUADO APARCABICICLETAS - C/ BELEN Nº7,1,CENTRO,14,JUSTICIA,OPERATIVO,CALLE BELEN 7
457787,SITUADO APARCABICICLETAS - C/ TAMAYO Y BAUS Nº5,1,CENTRO,14,JUSTICIA,OPERATIVO,CALLE TAMAYO Y BAUS 5
457790,SITUADO APARCABICICLETAS - Pº RECOLETOS Nº23,1,CENTRO,14,JUSTICIA,OPERATIVO,PASEO RECOLETOS 23
457794,SITUADO APARCABICICLETAS - C/ MESONERO ROMANOS Nº13,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE MESONERO ROMANOS 13
457798,SITUADO APARCABICICLETAS - C/ MESONERO ROMANOS Nº17,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,CALLE MESONERO ROMANOS 17
457801,SITUADO APARCABICICLETAS - Pz. CALLAO Nº1,1,CENTRO,16,SOL,OPERATIVO,PLAZA CALLAO 2
457803,SITUADO APARCABICICLETAS - Pz. SANTO DOMINGO Nº19,1,CENTRO,11,PALACIO,OPERATIVO,PLAZA SANTO DOMINGO 19
457804,SITUADO APARCABICICLETAS - Pz. SANTO DOMINGO Nº19,1,CENTRO,11,PALACIO,OPERATIVO,PLAZA SANTO DOMINGO 19
457807,SITUADO APARCABICICLETAS - CUESTA SANTO DOMINGO Nº14,1,CENTRO,11,PALACIO,OPERATIVO,CUESTA SANTO DOMINGO 14
457808,SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº1,1,CENTRO,16,SOL,OPERATIVO,PLAZA SAN MARTIN 1
457812,SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº5,1,CENTRO,16,SOL,OPERATIVO,PLAZA SAN MARTIN 5
457815,SITUADO APARCABICICLETAS - Pz. ISABEL II Nº6,1,CENTRO,11,PALACIO,OPERATIVO,PLAZA ISABEL II 8
457818,SITUADO APARCABICICLETAS - Pz. ISABEL II Nº8,1,CENTRO,11,PALACIO,OPERATIVO,PLAZA ISABEL II 8
457820,SITUADO APARCABICICLETAS - C/ VERGARA Nº3,1,CENTRO,11,PALACIO,OPERATIVO,CALLE VERGARA 3
457823,SITUADO APARCABICICLETAS - C/ SANTA CLARA Nº1,1,CENTRO,11,PALACIO,OPERATIVO,CALLE SANTA CLARA 1
457830,SITUADO APARCABICICLETAS - C/ MAYOR Nº86,1,CENTRO,11,PALACIO,OPERATIVO,CALLE MAYOR 86
457832,SITUADO APARCABICICLETAS - C/ MAYOR Nº83,1,CENTRO,11,PALACIO,OPERATIVO,CALLE MAYOR 83
457833,SITUADO APARCABICICLETAS - C/ SEGOVIA Nº75,1,CENTRO,11,PALACIO,OPERATIVO,CALLE SEGOVIA 75
457834,SITUADO APARCABICICLETAS - C/ BAILEN Nº41,1,CENTRO,11,PALACIO,OPERATIVO,CALLE BAILEN 41
457836,SITUADO APARCABICICLETAS - Av. GRAN VIA DE SAN FRANCISCO Nº21,1,CENTRO,11,PALACIO,OPERATIVO,AVENIDA GRAN VIA DE SAN FRANCISCO 21
457845,SITUADO APARCABICICLETAS - Pz. DE LA PAJA Nº3,1,CENTRO,11,PALACIO,OPERATIVO,PLAZA PAJA 3
457848,SITUADO APARCABICICLETAS - Pz. CRUZ VERDE Nº1,1,CENTRO,11,PALACIO,OPERATIVO,PLAZA CRUZ VERDE 1
457850,SITUADO APARCABICICLETAS - C/ SEGOVIA Nº11,1,CENTRO,11,PALACIO,OPERATIVO,CALLE SEGOVIA 11
457853,SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº6,1,CENTRO,11,PALACIO,OPERATIVO,CALLE SAN BRUNO 6
